ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Statistics South Africa, Telecommunications and Postal Services (2015-2020), The Presidency, Tourism, Trade, Industry and Competition",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:58:39 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Value of additional local output committed or achieved,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","R600m
","R1.9bn
","Higher implementation of companies reported on
",N/A ,,,R1.2bn,,,,,,R1.8bn,,,,,,"R2.4bn

",,,,,,R6bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Value (Rand) through support programmes administered by or in partnership with the dtic-group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","R110m
","R834 million 
 
(R484 million excluding SEF, and R350 million for  SEF)
","Efficient roll out of support
",N/A ,,,R165m,,,,,,"R275m
",,,,,,"R550m

",,,,,,R1.1bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Value of funding accessed and support provided to SMMEs,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","R110m
","R334 million
","Efficient roll out of support
",N/A ,,,R165m,,,,,,R275m,,,,,,"R550m
",,,,,,R1.1bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Value of support programmes to enterprises in labour absorbing sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R51m,"R67 million
","Higher support provided by the companies than expected

","
N/A ",,,R51m,,,,,,"102m
",,,,,,"204m


",,,,,,R408m,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,"Value (Rand) of loan, equity and procurement funding to support black owned enterprises",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R100m,"R278million
","Through negotiations with the company, the Department managed to secure a higher amount than it was envisaged.
Target for quarter to be revised upwards

","Revise quarterly target
",,,R100m,,,,,,"R200m
",,,,,,"R400m


",,,,,,"R800m
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Value of output by Black Industrialist firms supported by the dtic group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R0.3bn,"R212 million
","Methodology re information gathering
","Amend methodology
",,,R1bn,,,,,,R1bn,,,,,,"R1bn

",,,,,,R3.3bn,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",18 000,"327 872
","Methodology re information gathering
","Amend methodology
",,,27 000,,,,,,45 000,,,,,,"90 000
",,,,,,180 000,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Number of jobs to be created through the dtic programmes: - 50 000 social economy fund part-time or temporary job opportunities; - 50 000 full-time jobs,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","800


6 250
","Jobs  created 4 504
 
(4209 – mergers
295 – EEIP)
In addition 9412 Jobs created through YES

57 984
SEF job opportunities


","Includes YES
",N/A ,,,"1 200


6 250
",,,,,,"2 000



12 500
",,,,,,"4 000



25 000
",,,,,,"8 000





50 000 SEF job opportunities created

",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Number of jobs in Black Industrialist firms supported by the dtic group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","750
","141
","Incomplete information this point
","Branch to provide a corrective measure  
",,,750,,,,,,"750
",,,,,,"750

",,,,,,3 000,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Additional workers with shares in their companies as represented in commitments made,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","2 500
","6 048
","Merger approved with high number of employees
",N/A ,,,2 500,,,,,,5000,,,,,,"10 000

",,,,,,20 000 workers,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Number of impact assessments on high impact outcomes on addressing market concentration at sector or firm level,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1
","2
-Competition Tribunal decisions on mergers addressing market concentration in sectors or firms  for the period ending 30 June 20243 
 
-A report setting out progress in addressing market concentration in the Grocery Retail Sector:  A Case Study on Shoprite Checkers’ dominance in the shopping malls through the use of Long-Term Exclusive Lease Agreements. 

","Additional product due to the case study that was done on the past market inquiry (GRMI)
",N/A ,,,2,,,,,,3,,,,,,"4

",,,,,,10,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Number of block exemptions for energy suppliers and users,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"2
-Report on expedited regulatory amendments and flexibility to promote energy efficiency – block exemptions for energy users and for energy suppliers
","Both regulations were required in quarter 1
",N/A ,,,1,,,,,,"0
",,,,,,"0

",,,,,,"2
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,"Number of the dtic success stories profiled through case studies,",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",20,"44
- 4 Case studies recorded for Black Industrialists 
- 30 case studies on EEIP
- 8 Case Studies for SEF
- 2 for Market Inquiries

","The branch over-stretched itself  to cover as much as it could due to the large number of case studies that are supposed to be done in the coming quarters
",N/A ,,,30,,,,,,"50
",,,,,,"50
",,,,,,"150
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Action minutes towards the increased efficiency of Technical Infrastructure institutions by ensuring that 95% of KPI’s of their APP’s are achieved,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"1
-Report on analysis of the 4th Quarterly Reports of 2022/23 of the Competition Commission (CC) and the Competition Tribunal (CT) and the quarterly oversight meeting between the dtic and the Entities (B-BBEE and Competition Authorities)

",N/A ,N/A ,,,1,,,,,,"1
",,,,,,"1
",,,,,,"4
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,"Conferences, summits, and international forums hosted",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A ,N/A ,N/A ,,,1,,,,,,Nil,,,,,,"1

",,,,,,2,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Targets for assessing mergers for public interest and intervening in mergers on public interest issues,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Nil
Nil 
Nil
6","10
","The Department is obliged to assess all mergers notified 
Of the 71, 10 had notifications with public interest

",N/A ,,,"Nil
1

Nil
6",,,,,,"Nil
Nil

Nil
13",,,,,,"1
Nil


1
25",,,,,,"
100%
15%
1%
50
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Number of regulations published & red tape reduction interventions,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Nil

",N/A ,N/A ,N/A ,,,Nil,,,,,,"1
",,,,,,"1
",,,,,,2,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,Protocols finalised: Competition Protocol of AfCFTA submitted to Cabinet,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Nil
",N/A ,N/A ,N/A ,,,Nil,,,,,,Nil,,,,,,"1
",,,,,,"1 Competition
 Protocol for
AfCFTA submitted to Cabinet

",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 8: Transformation and Competition,Programme 8: Transformation and Competition,Quarterly,10 successful actions completed on price monitoring and excessive pricing or price gouging,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1
",N/A ,N/A ,N/A ,,,2,,,,,,2,,,,,,"5

",,,,,,10,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Value of investment facilitated,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,"1
",,,,,,"Nil

",,,,,,"1
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Value of exports in manufacturing sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,1,,,,,,1,,,,,,"1

",,,,,,"1
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Value of exports in manufacturing sectors to Africa,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"1 data analysis report on African market opportunities produced. 

",None,None,,,1,,,,,,"1
",,,,,,"1


",,,,,,4,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Value of approved funding accessed outside the 5 metros,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",15,"15 District-level dashboards of the dtic and its entities’ interventions  Mantained.

",None,None,,,15,,,,,,"15
",,,,,,"7

",,,,,,"52 dashboards
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Value of output by Black Industrialist firms supported by the dtic group.,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1




1

","-


-","Black Industrial Census not completed due to slow repose rates by respondents or clients. 


The Black Industrialist quarterly survey has not ben 
achieved as it must
be informed by the Black Industrialist census results , which is yet to be completed.



","Involve the Entities to  encourage and speed up clients to response rate.   


Involve the Entities to  encourage and speed up clients to response rate.   
",,,"Nil
1",,,,,,"Nil
1",,,,,,"Nil

1",,,,,,"1 (Census)



4 (Quarterly Surveys)",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,-,"Target not achieved due to change in focus of the deliverable (the initial focus has changed from production of a report to verification of data).

","Convene monthly meetings with IFB,NEF & IDC at DDG and CEO levels.

",,,Nil,,,,,,1,,,,,,"1

",,,,,,3,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,Additional workers with shares in their companies as represented in commitments made,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,Nil,,,,,,"1


",,,,,,1,-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,"Value (Rand) of loan, equity and procurement funding to support black- owned enterprises",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,1,,,,,,"Nil

",,,,,,"1
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,"Number of Business Forums hosted aimed at supporting increased Foreign Direct Investment (FDI), exports and outward investment",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,"2 Bilateral trade reports (Portugal and Netherlands) produced support the Executive Authority. 
","The Output is demand driven and depend on request for report to support the identified business forums hence two reports were produced based.

",N/A,,,3,,,,,,2,,,,,,"2

",,,,,,"10
",-,,,,,,,366
,"Trade, Industry and Competition",National,Programme 9: Research,Programme 9: Research,Quarterly,High impact trade and climate change strategy and advocacy,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,,,Nil,,,,,,1,,,,,,"Nil

",,,,,,"1
",-,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Executive and Project Support,Annually,1.1 Number of reports on priority projects supported in accordance with Stats SA's project management framework (1 report on support provided tp IES 2022/23 compiled by March 2023),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Executive and Project Support,Annually,1.2 Percentage of prioritised required MIR functionalities developed (25% (Phase 2) of prioritised MIR functionalities developed by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,"Facilities, Transport and Security Management",Annually,5.1 Number of  MISS elements implemented (1 assessment on MISS conducted by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,"Facilities, Transport and Security Management",Annually,5.2 Number of reports on office accommodation plans rolled out (1 assessment on office accommodation conducted by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,"Facilities, Transport and Security Management",Annually,5.3 Percentage of logistics and fleet management support provided to priority projects (100% logistics and fleet management support provided to IES 2022/23 by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,"6.1 Percentage of fruitless and wasteful expenditure reduced (75% of fruitless and wasteful expenditure reduced by March 2024 (Baseline: R1,194M)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,"6.2 Percentage of irregular expenditure reduced (70% of irregular expenditure reduced by March 2024 (Baseline: R235,534 million)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,6.3 Unqualified audit opinion attained (Unqualified audit opinion with 25% fewer findings attained by July 2023 (Baseline: 2021/22 audit report) ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,6.4 Percentage of unauthorised expenditure reduced (80% of unauthorised expenditure reduced by March 2024 (Baseline: 2021/22 audit report),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Financial Management Services,Annually,6.5 Percentage of financial management support provided to priority projects (100% financial management support provided to IES 2022/23 by June 2023,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,100,,,Work Programme error. Moved to Q4,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.1 Number of talent management elements institutionalised (1 skills development plan aligned by July 2023),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,"4.2 Percentage increase in employment equity (3% points increase in women on SMS level by March 2024 (Baseline: 41,3%)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,"4.3 Percentage increase in employment equity (0,2% points increase in staff with disabilities by March 2024 (Baseline: 1,3%)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.4 Percentage increase in employment equity (2% points increase in youth employment by March 2024 (Baseline: 7%),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.5 Number of gender-based violence programmes implemented (1 gender-based violence programme implemented by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Human Resource Management and Development,Annually,4.6 Percentage of human resource management (HRM) support provided to priority projects (100% HRM support provided to IES 2022/23 by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Internal Audit,Annually,7.1 Number of internal audit reports on assurance to priority projects compiled (1 audit report on IES 2022/23 compiled by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Risk Anti-corruption & Integrity Management,Annually,3.1 Number of Business Impact Analysis conducted (1 Business Impact Analysis conducted by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Risk Anti-corruption & Integrity Management,Annually,"3.2 Number of reports on risk, anti-corruption and integrity management support for priority projects compiled (1 report on risk, anti-corruption and integrity management support provided to IES 2022/23 compiled by March 2024)",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Strategy Operations and Organisational Development,Annually,2.1 Number of business processes management elements institutionalised (3 business processes mapped by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Strategy Operations and Organisational Development,Annually,2.2 Number of transformation and change management agenda compiled (1 transformation and change management plan (2024/25) compiled by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 1: Administration,Strategy Operations and Organisational Development,Annually,2.3 Number of digital business transformation strategies implemented (1 digital business transformation strategy approved by March 2024),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.2 Number of supply and use tables 2020 (Excel) compiled (1 supply and use tables 2020 (Excel) compiled by June 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.3 Number of reports to improve data sources compiled (1 research report on reviewing and improving data sources compiled by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.4 Number of reports on tourism satellite accounts published (1 report on tourism satellite accounts published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.5 Number of reports on EEA as part of the Natural Capital Accounting series published (1 report on EEA as part of the NCA series published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Annually,13.6 Number of research reports on Natural Capital Accounting compiled (1 research report to expand the coverage of NCA series compiled by March 2024)         ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics, National Accounts,Quarterly,13.1 Number of GDP releases published within a quarter (4 quarterly releases on GDP published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,,,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.1 Number of reports on improving business cycle indicator statistics compiled (1 report on updated weights for mining indices compiled by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.2 Number of reports on improving business cycle indicator statistics compiled (1 report on updated weights for manufacturing indices compiled by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.3 Number of reports on improving business cycle indicator statistics compiled (1 report on updated weights for manufacturing production capacity indices compiled by November 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.4 Number of reports on improving business cycle indicator statistics compiled (1 research report on deflation for the Tourist accommodation survey by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.16.5 Number of reports on improving business cycle indicator statistics compiled (1 report on seasonal adjusted data at a lower level for motor trade sales published by March 2024),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.6 Number of releases on selected building statistics published 6 months after year-end report (1 annual release for 2022 on selected building plans passed and completed published by June 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Annually,8.7 Number of reports on building statistics published within two years after year-end report (1 annual report for 2021 on building statistics published by August 2023),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,366
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Business Cycle Indicators,Quarterly,8.1 Number of releases on mining: production and sales published within two months after the reference month (12 monthly releases on mining: production and sales published as scheduled),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,,,,,3,,,,,,3,,,,,,3,,,,,,12,3,,,,,,,366
