ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Correctional Services, Defence, Employment and Labour, Environment, Forestry and Fisheries, Financial and Fiscal Commission, Government Communication and Information System, Government Pension Administration Agency, Government Printing Works, Government Technical Advisory Center, Health",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:31:52 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of people with disabilities appointed,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,1.9%,"1,9% (63/3 316) ",Not applicable,Not applicable,,,1.9%,,,,,,2%,,,,,,2%,,,,,,2%,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of Women appointed in Senior Management Service (SMS) Positions,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,47%,48% (91/189) ,Priority given to women according to Employment Equity Plan,Not applicable,,,48%,,,,,,49%,,,,,,50%,,,,,,50%,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 2: Regulatory Compliance and Sector Monitoring,Programme 2: Regulatory Compliance and Sector Monitoring,Quarterly,Number of administrative enforcement notices issued for non-compliance with environmental legislation,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,66,63,Notices in relation to Alien and Invasive Species (AIS) sector not issued due to few reports received as a result of limited human resource capacity,"Enforcement will be targeting following sectors in Q2:
• Aquaculture sector
• Extended Producer Responsibility in relation to paper and packaging, electrical and electronic waste streams

Human resource capacity will be resolved in Q3 meaning notices anticipated to be issued in Q1 - Q3 will only be issued when reports of non-compliance reaches Enforcement section
",,,70,,,,,,64,,,,,,70,,,,,,270,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 2: Regulatory Compliance and Sector Monitoring,Programme 2: Regulatory Compliance and Sector Monitoring,Quarterly,Number of environmental authorisations inspected for compliance,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,40,46,Multiple authorisations issued to same applicant at one facility or located close to each other during 1 inspection ,Not applicable,,,45,,,,,,45,,,,,,40,,,,,,170,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 2: Regulatory Compliance and Sector Monitoring,Programme 2: Regulatory Compliance and Sector Monitoring,Quarterly,Number of finalised criminal investigation dockets handed over to the NPA for a prosecutorial decision,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,8,16,"7 arrests effected which could not be anticipated and expediting handing over of dockets to National Prosecutions Authority

Necessity to expedite cases where 2 learners in Richards Bay inhaled chemicals and fell ill
",Not applicable,,,15,,,,,,8,,,,,,15,,,,,,46,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 2: Regulatory Compliance and Sector Monitoring,Programme 2: Regulatory Compliance and Sector Monitoring,Quarterly,Number of inspections conducted for verification of rhino horns and elephant tusks stockpiles,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,16,19,Urgent request for verification of some applications by private rhino horn owners,Not applicable ,,,16,,,,,,17,,,,,,16,,,,,,65,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 2: Regulatory Compliance and Sector Monitoring,Programme 2: Regulatory Compliance and Sector Monitoring,Quarterly,Number of officials trained in environmental compliance and enforcement,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,180,589 ,"Inability to anticipate number of South African National Defence Force (SANDF) officials to be nominated to attend, as training dependent on volume of new recruits appointed",Not applicable,,,180,,,,,,180,,,,,,180,,,,,,720,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Annually,Annual Science Report Card on key essential oceans and coasts variables published,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"2022/23 Annual Science
Report Card on key
essential oceans and coasts
variables published online",,,Not applicable,Not applicable,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Amendments document to the Antarctic Treaties Act developed,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Concept document for
amendments of the ATA
developed",Concept document for amendments of the Antarctic Treaties Act developed in June 2023,Not applicable,Not applicable,,,"Consultation process
conducted",,,,,,"Initial Socio-Economic
Impact Assessment System
(SEIAS) submitted to The
Presidency",,,,,,"Draft amendments
documents to the Antarctic
Treaties Act developed",,,,,,"Draft amendments
document to the Antarctic
Treaties Act developed",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Marine Spatial Planning (MSP) Sub-regional Plans developed,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Concept document on the
MSP Sub-regional Plan
developed",Concept document on the MSP Sub-regional Plan (Western marine area plan) developed in June 2023,Not applicable,Not applicable,,,"Draft MSP Sub-regional plan
developed",,,,,,"Stakeholder engagement
undertaken on the
development of the MSP
Sub-regional Plan",,,,,,"MSP Sub-regional Plan
submitted to DG for approval
to gazette for public
comments (First Marine
Area Plan)",,,,,,"MSP Sub-regional Plan
submitted to DG for approval
to gazette for public
comments (First Marine
Area Plan)",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Number of Biodiversity Management Plans (BMPs) developed,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Draft Comments and
Response Table document
on the African Penguin BMP
public participation process
developed",Draft Comments and Response Table document on the African Penguin BMP public participation process developed in June 2023  ,Not applicable,Not applicable,,,"1st draft African Penguin BMP
developed",,,,,,"2nd draft African Penguin
BMP developed",,,,,,"Revised African Penguin
BMP submitted to the
Minister",,,,,,"1 BMP developed:
Revised African Penguin
BMP submitted to the
Minister",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Number of Management Plans for declared Marine Protected Areas developed,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Stakeholders in the vicinity
of the Southeast Atlantic
Seamounts and Southwest
Indian Seamounts MPAs
consulted on intention to
develop management plans","Stakeholders in the vicinity of the Southeast Atlantic Seamounts and Southwest Indian Seamounts MPAs
consulted on the intention to develop management plans through the Western Cape Provincial Coastal Committee in June 2023

Meeting with Commercial Fishing Industry held in June 2023
",Not applicable,Not applicable,,,"2 Draft MPAs Management
Plans for Southeast Atlantic
Seamounts and Southwest
Indian Seamounts
developed",,,,,,"Stakeholder engagement on
the Draft MPA Management
Plans of the Southeast
Atlantic Seamounts and
Southwest Indian Seamounts
conducted",,,,,,"2 Draft Marine Protected
Areas (MPAs) Management
Plans submitted to the
Minister for approval
(Southeast Atlantic
Seamounts and Southwest
Indian Seamounts)",,,,,,"2 Draft Marine Protected
Areas (MPAs) Management
Plans submitted to the
Minister for approval
(Southeast Atlantic
Seamounts and Southwest
Indian Seamounts)",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Number of peer reviewed scientific publications accepted for publication or published (including theses and research policy reports),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,No milestone,1 peer reviewed scientific publication published online in May 2023,Publication submitted during 2022/23 financial year and formally published by Journal during 2023/24 financial year,Not applicable,,,8,,,,,,No milestone,,,,,,12,,,,,,20,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,"Number of relief and science voyages to remote stations undertaken to SANAE, Gough and Marion Islands",Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"1 relief and science
voyage to Marion Islands
undertaken",1 relief and science voyage to Marion undertaken. SA Agulhas II departed in April 2023 and returned in May 2023,Not applicable,Not applicable,,,"1 relief and science voyage
to Gough Islands undertaken",,,,,,"1 relief and science
voyage to SANAE Islands
undertaken",,,,,,No milestone,,,,,,"3 relief and science voyages
to SANAE, Gough and
Marion Islands undertaken",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Report on the Implementation of Estuarine management strategy produced,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Quarterly monitoring reports
for 4 Estuarine Management
Plans produced
• Buffalo Estuary
• Durban Bay
• Richards Bay
• Orange River","Quarterly monitoring reports for 4 Estuarine Management Plans produced in June 2023 for the following:
• Buffalo Estuary
• Durban Bay
• Richards Bay
• Orange River
",Not applicable,Not applicable,,,"Quarterly monitoring reports
for 4 Estuarine Management
Plans produced
• Buffalo Estuary
• Durban Bay
• Richards Bay
• Orange River",,,,,,"Quarterly monitoring reports
for 4 Estuarine Management
Plans produced
• Buffalo Estuary
• Durban Bay
• Richards Bay
• Orange River",,,,,,"Quarterly monitoring reports
for 4 Estuarine Management
Plans produced
• Buffalo Estuary
• Durban Bay
• Richards Bay
• Orange River",,,,,,"Annual monitoring report for
4 Estuarine Management
Plans produced
• Buffalo Estuary
• Durban Bay
• Richards Bay
• Orange River",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Report on the implementation of National Oceans and Coasts Water Quality Monitoring Programme produced,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Four Coastal Water Quality
Reports (KwaZulu-Natal;
Western Cape; Eastern
Cape and Northern Cape)
for 40 identified priority areas
produced",Four Coastal Water Quality Reports (KwaZulu-Natal; Western Cape; Eastern Cape and Northern Cape) for 40 identified priority areas produced in June 2023,Not applicable,Not applicable,,,"Four Coastal Water Quality
Reports (KwaZulu-Natal;
Western Cape; Eastern
Cape and Northern Cape)
for 40 identified priority areas
produced",,,,,,"Four Coastal Water Quality
Reports (KwaZulu-Natal;
Western Cape; Eastern
Cape and Northern Cape)
for 40 identified priority areas
produced",,,,,,"Four Coastal Water Quality
Reports (KwaZulu-Natal;
Western Cape; Eastern
Cape and Northern Cape)
for 40 identified priority areas
produced",,,,,,"Annual consolidated water
quality report for 40 priority
areas in 4 Coastal Provinces
produced",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 3: Oceans and Coasts,Programme 3: Oceans and Coasts,Quarterly,Research study to identify potential additional oceans and coastal area for protection undertaken,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Progress report on
additional oceans and
coastal protection produced",Progress report on additional oceans and coastal protection produced in June 2023,Not applicable,Not applicable,,,"Draft research report on
additional ocean and coastal
protection produced",,,,,,"Stakeholder engagement
on draft research report
on additional of ocean and
coastal protection conducted",,,,,,"Research report on
additional oceans and
coastal protection produced",,,,,,"Research report on
additional ocean and coastal
protection produced",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,"Programme 4: Climate Change, Air Quality and Sustainable Development","Programme 4: Climate Change, Air Quality and Sustainable Development",Quarterly,Financial value of resources raised from international donors to support South Africa (SA) and African environment programmes,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,US$ 20 million raised,US$ 45 688 020.10 raised,"Additional projects approved by donors, in particular Global Environment Facility ",Not applicable,,,US$ 20 million raised,,,,,,US$ 20 million raised,,,,,,US$ 20 million raised,,,,,,US$ 80 million raised,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,"Programme 4: Climate Change, Air Quality and Sustainable Development","Programme 4: Climate Change, Air Quality and Sustainable Development",Quarterly,National Air Quality Indicator (NAQI),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Verification of annual
averages data from priority
areas, metros, provinces
and privately networks","Verification of annual averages data from priority areas, metros, provinces and privately networks conducted in June 2023",Not applicable,Not applicable,,,"State of Air Report (SoA)
produced and presented
at the Annual Air Quality
Governance Lekgotla",,,,,,No milestone,,,,,,"National Air Quality Officers’
Report produce

NAQI: Equals to or less than
1",,,,,,"NAQI: Equals to or less than
1",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,"Programme 4: Climate Change, Air Quality and Sustainable Development","Programme 4: Climate Change, Air Quality and Sustainable Development",Quarterly,Number of air quality monitoring stations reporting to SAAQIS meeting minimum data recovery standard of 75%,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"15 priority area ambient air
quality monitoring stations
reporting to the SAAQIS
meeting data recovery
standard of 75%",4/15 priority area ambient air quality monitoring stations reporting to the SAAQIS meeting data recovery standard of 75%,Air quality monitoring stations experiencing poor data recovery due to loadshedding  ,Procurement of power back-up systems to reduce data loss during load shedding  ,,,"15 Priority Areas air quality
monitoring stations reporting
to the SAAQIS meeting data
recovery standard of 75%",,,,,,"15 Priority Areas air quality
monitoring stations reporting
to the SAAQIS meeting data
recovery standard of 75%",,,,,,"15 Priority Areas air quality
monitoring stations reporting
to the SAAQIS meeting data
recovery standard of 75%",,,,,,"15 priority area ambient air
quality monitoring stations
reporting to the SAAQIS
meeting data recovery
standard of 75%",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,"Programme 4: Climate Change, Air Quality and Sustainable Development","Programme 4: Climate Change, Air Quality and Sustainable Development",Quarterly,Number of climate change mitigation interventions undertaken to facilitate implementation of South Africa’s Low Emission Development Strategy,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Sector Department
engagements on draft SETs
conducted","Sector Department engagements on draft SETs conducted with the following:

• Department of Trade, Industry and Competition in June 2023
• Department of Transport in June 2023
• Department of Human Settlements in June 2023  
• Department of Agriculture, Land Reform and Rural Development in June 2023
• Department of Water and Sanitation in June 2023
",Not applicable,Not applicable,,,"Sector Department
engagements on draft SETs
conducted",,,,,,Draft SETs developed,,,,,,"Draft SETs published for
public comments",,,,,,"1 intervention undertaken:
Draft Sectoral Emission
Targets (SETs) published for
public comments",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,"Programme 4: Climate Change, Air Quality and Sustainable Development","Programme 4: Climate Change, Air Quality and Sustainable Development",Quarterly,Number of Interventions undertaken to facilitate implementation of South Africa’s Climate Change Adaptation Strategy (1 Climate Adaptation intervention implemented: Ocean and Coast Adaptation Plan developed),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,Inception Report produced,Inception report produced in May 2023,Not applicable,Not applicable,,,"Stakeholder consultation
conducted",,,,,,"Draft Ocean and Coast
Adaptation Plan developed",,,,,,"Ocean and Coast Adaptation
Plan developed",,,,,,"1 Climate Adaptation
intervention implemented:
Ocean and Coast Adaptation
Plan developed",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,"Programme 4: Climate Change, Air Quality and Sustainable Development","Programme 4: Climate Change, Air Quality and Sustainable Development",Quarterly,Number of Interventions undertaken to facilitate implementation of South Africa’s Climate Change Adaptation Strategy (1 Climate Adaptation Sector Plan implemented: Final Report on Risk and Vulnerability Assessment for 5 additional Human Settlement Priorit,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,Inception meeting conducted,Inception meeting conducted in June 2023 ,Not applicable,Not applicable,,,"Stakeholder consultations
conducted",,,,,,"Risk and Vulnerability
Assessment for 5 additional
Human Settlement Priority
Areas conducted",,,,,,"Final Report on Risk and
Vulnerability Assessment
for 5 additional Human
Settlement Priority Areas
produced",,,,,,"1 Climate Adaptation
Sector Plan implemented:
Final Report on Risk and
Vulnerability Assessment
for 5 additional Human
Settlement Priority Areas
produced",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,High Level Panel (HLP) recommendations and interventions on biodiversity conservation implemented (Programme of work for the White Paper on Conservation and Sustainable Use of Biological Diversity approved for implementation),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Concept note on the
programme of work for the
White Paper on Conservation
and Sustainable Use
of Biological Diversity
developed",Concept note on the programme of work for the White Paper on Conservation and Sustainable Use of Biological Diversity developed in June 2023,Not applicable,Not applicable,,,"Stakeholder consultation to
develop the programme of
work conducted",,,,,,"Draft programme of work
developed",,,,,,"Programme of work for the
White Paper on Conservation
and Sustainable Use of
Biological Diversity approved
for implementation",,,,,,"HLP recommendations
interventions
implemented:
Programme of work for the
White Paper on Conservation
and Sustainable Use of
Biological Diversity approved
for implementation",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,High Level Panel (HLP) recommendations and interventions on biodiversity conservation implemented (Revised NBES submitted to Cabinet for approval to publish for public comments),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Revised NBES presented to
Working Group (WG) 1 for
recommendation",Revised NBES presented to Working Group 1 for noting in April 2023,Revised NBES updated statistics not available by submission date to Working Group 1,Updated statistics being developed for submission to Working Group 1 for recommendation during Q2,,,"Revised NBES presented
to the Technical Forum
consisting of Director-
General and Provincial
Heads of Department
(MINTECH) for
recommendation",,,,,,"Revised NBES presented
to the Minister and
Members of the Executive
Councils (MINMEC) for
recommendation",,,,,,"Revised NBES submitted
to Cabinet for approval to
publish for public comments",,,,,,"Revised NBES submitted to
Cabinet for approval to
publish for public comments",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of benefit sharing agreements approved,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Concluded benefit sharing
agreement/s reviewed",6 concluded benefit sharing agreements reviewed (5 in May 2023 and 1 in June 2023),Not applicable,Not applicable,,,"Concluded benefit sharing
agreement/s reviewed",,,,,,"Concluded benefit sharing
agreement/s reviewed",,,,,,"5 Benefit Sharing
Agreements approved",,,,,,"5 Benefit Sharing
Agreements approved",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of biodiversity economy initiatives implemented (3 000 heads of game donated to PDIs and communities),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Game donation quarterly
meeting conducted to
develop a game donation
annual plan",Game donation quarterly meeting conducted to develop a game donation annual plan in April 2023,Not applicable,Not applicable,,,"Game donation quarterly
meeting conducted to
confirm heads of game for
donation",,,,,,"Game donation quarterly
meeting conducted to
evaluate progress on game
donation",,,,,,"3 000 heads of game
donated to PDIs and
communities",,,,,,"3 000 heads of game
donated to PDIs and
communities",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of biodiversity economy initiatives implemented (3 Biodiversity economy initiatives implemented: 800 jobs created),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,No milestone,Not applicable,Not applicable,Not applicable,,,200 jobs created,,,,,,200 jobs created,,,,,,400 jobs created,,,,,,"3 Biodiversity economy
initiatives implemented:
800 jobs created",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of biodiversity economy initiatives implemented (400 biodiversity beneficiaries trained (accredited training)),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Annual Training Plan
developed",Annual Training Plan developed and approved by Deputy Director- General: Biodiversity and Conservation in May 2023,Not applicable,Not applicable,,,"100 biodiversity beneficiaries
trained (accredited training)",,,,,,"200 biodiversity beneficiaries
trained (accredited training)",,,,,,"100 biodiversity beneficiaries
trained (accredited training)",,,,,,"400 biodiversity beneficiaries
trained (accredited training)",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of hectares in State forests rehabilitated (clearing of alien invasive),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Rehabilitation plans
developed",Site-specific rehabilitation plans developed in June 2023 ,Not applicable,Not applicable,,,50 ha,,,,,,150 ha,,,,,,100 ha,,,,,,300 ha,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of hectares of land added to the conservation estate per annum,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,No milestone,Not applicable,Not applicable,Not applicable,,,"SANParks expansion plan
submitted to the Director-
General (DG)",,,,,,"Feedback on transfer of
funds submitted to SANParks",,,,,,610 674 ha,,,,,,610 674 ha,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of interventions to ensure conservation of strategic water sources and wetlands implemented (2 interventions implemented: 1 Ramsar site designated),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"1 Ramsar sites for
designation confirmed",1 Ramsar site for designation confirmed (de Berg Nature Reserve in Mpumalanga) in May 2023,Not applicable,Not applicable,,,"Stakeholder consultation
conducted",,,,,,"Ministerial approval for the
designation of 1 Ramsar
sites obtained",,,,,,1 Ramsar sites designated,,,,,,"2 interventions
implemented:
1 Ramsar site designated",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of interventions to ensure conservation of strategic water sources and wetlands implemented (3 Strategic Water Sources secured),Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Stakeholder consultation
conducted",Stakeholder consultation conducted with Government Authorities Committee in May 2023,Not applicable,Not applicable,,,"Stakeholder consultation
conducted",,,,,,"Measures to secure 3
Strategic Water Sources
allocated",,,,,,"3 Strategic Water Sources
secured",,,,,,"3 Strategic Water Sources
secured",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Number of State indigenous forest management units mapped,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,No milestone,Not applicable,Not applicable,Not applicable,,,1,,,,,,2,,,,,,2,,,,,,5,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Regulatory tool to ensure conservation and sustainable use of biodiversity developed and implemented,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"National assessment report
on the linkages between
migration and DLDD
presented to the GCAC Cluster for approval",National assessment report on the linkages between migration and DLDD presented to the Global and Continental Affairs Committee Cluster for approval in June 2023 and approved  ,Not applicable ,Not applicable ,,,"National assessment report
on the linkages between
migration and DLDD
presented to the ICTS
Cluster for approval",,,,,,"National assessment report
on the linkages between
migration and DLDD
presented to the Cabinet
Committee for approval",,,,,,"National assessment report
on the linkages between
migration and DLDD
submitted to Cabinet for
approval for implementation",,,,,,"National assessment report
on the linkages between
migration and DLDD
submitted to Cabinet for
approval for implementation",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 5: Biodiversity and Conservation,Programme 5: Biodiversity and Conservation,Quarterly,Report on implementation of improvement plans for 6 management authorities produced,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"6 consultations held with the
management authorities","3 consultations held with the following management authorities:

• iSimangaliso – May 2023
• Eastern Cape Parks and Tourism Agency - June 2023  
• Free State – June 2023
",Consultations could not be conducted due to non-availability by management authorities,Consultations with the management authorities to be conducted in Q2,,,"3 reports on the analysis
of the improvement plans
produced",,,,,,"3 reports on the analysis
of the improvement plans
produced",,,,,,"Status Report on
implementation of
improvement plans for 6
management authorities
produced",,,,,,"Status Report on
implementation of
improvement plans for 6
management authorities
produced",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 6: Environmental Programmes,Programme 6: Environmental Programmes,Quarterly,Number of Biodiversity Economy Infrastructure facilities constructed or renovated,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,No milestone,Not applicable,Not applicable,Not applicable,,,No milestone,,,,,,5,,,,,,18,,,,,,"23 (10 constructed, 13
renovated)",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 6: Environmental Programmes,Programme 6: Environmental Programmes,Quarterly,Number of Full Time Equivalents (FTEs) created,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,"Total: 6 424
EP: 6 224
Forestry: 200","Total: 5 762

• EP: 5 529
• Forestry: 233","• Unresolved matter on implications of Terms of Reference on Value Added Tax (VAT), Compensation for Occupation Injuries and Diseases Act (COIDA), Unemployment Insurance Fund (UIF) and stipend payments pertaining to training tenders
• Delays in finalising Supply Chain Management processes
• Part of Eastern Cape and KwaZulu-Natal tenders cancelled based on legal opinion
• iSimangaliso only commenced in late June 2023
","• Explored implementation of certain training projects through in-house model and have commitments from various stakeholders. Obtain Deputy Director-General: Environmental Programmes approval of allocation of budget for proposed inhouse Youth Programme model projects and if obtained, deliver in Q2.
• Contracting in progress for invasive alien clearing projects in Gauteng, Limpopo, Mpumalanga, North West, Northern Cape and Western Cape.
• Re-advertisement of Method 2 tenders in Eastern Cape and KwaZulu-Natal in Q2. 
• Close monitoring of iSimangaliso to ensure catch up of missed Q1 delivery in Q2
",,,"Total: 9 050
EP: 8 150
Forestry: 900",,,,,,"Total: 10 213
EP: 9 113
Forestry: 1 100",,,,,,"Total: 9 790
EP: 9 114
Forestry: 676",,,,,,"Total: 35 477
EP: 32 601
Forestry: 2 876",-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 6: Environmental Programmes,Programme 6: Environmental Programmes,Quarterly,Number of hectares receiving follow-up clearing of invasive plant species,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,79 815,"14 113,816","Part of Eastern Cape and KwaZulu-Natal tenders cancelled based on legal opinion

iSimangaliso only commenced in late June 2023
","Re-advertisement of Method 2 tenders in Eastern Cape and KwaZulu-Natal in Q2

Management closely monitoring iSimangaliso to ensure catch up of missed quarter 1 delivery
",,,133 025,,,,,,159 630,,,,,,159 630,,,,,,532 100,-,,,,,,,369
Environmental Affairs,"Environment, Forestry and Fisheries",National,Programme 6: Environmental Programmes,Programme 6: Environmental Programmes,Quarterly,Number of hectares receiving initial clearing of invasive plant species,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,10 510,"1 356,072","Part of Eastern Cape and KwaZulu-Natal tenders cancelled based on legal opinion

iSimangaliso only commenced in late June 2023
","Re-advertisement of Method 2 tenders in Eastern Cape and KwaZulu-Natal in Q2

Management closely monitoring iSimangaliso to ensure catch up of missed quarter 1 delivery
",,,17 516,,,,,,21 020,,,,,,21 020,,,,,,70 066,-,,,,,,,369
