ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Agriculture, Forestry and Fisheries (2015-2020), Agriculture, Land Reform and Rural Development, Auditor-General of South Africa, Basic Education, Centre for Public Service Innovation, Civilian Secretariat for the Police Service, Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities, Commission on Gender Equality, Communication and Digital Technologies, Cooperative Governance",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:28:58 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 3: Public Engagement and Education,Programme 3: Public Engagement and Education,Quarterly,"Number of engagements with communities on cultural, religious and linguistic communities conducted per annum ",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",7,7,Achieved,No corrective action,,,7,,,,,,8,,,,,,8,,,,,,30,7,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 3: Public Engagement and Education,Programme 3: Public Engagement and Education,Quarterly,"Number of public educational awareness campaigns on cultural, religious and linguistic communities conducted per annum.",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",6,6,Achieved,No corrective action,,,6,,,,,,6,,,,,,7,,,,,,25,6,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 3: Public Engagement and Education,Programme 3: Public Engagement and Education,Quarterly,"Updated, established and maintained database of community organisation and institutions per annum",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,Programme 4: Research and Policy Development (RPD),Programme 4: Research and Policy Development (RPD),Quarterly,"Number of research reports on cultural, religious and linguistic rights produced per annum",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,"Programme 5: Communication, Marketing, IT and Linkages","Programme 5: Communication, Marketing, IT and Linkages",Quarterly,Number of reports of activities on social media per annum,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,"Programme 5: Communication, Marketing, IT and Linkages","Programme 5: Communication, Marketing, IT and Linkages",Quarterly,Number of reports on implemented internal and external communication strategy per annum,Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Governance and Administration cluster,1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,"Commission for the Promotion and Protection of the Rights of Cultural, Religious and Linguistic Communities",National,"Programme 5: Communication, Marketing, IT and Linkages","Programme 5: Communication, Marketing, IT and Linkages",Quarterly,Number of reports on maintained and upgraded infrastructure  and implemented ICT Governance framework per annum,Not Applicable,Not  Applicable,Create a better South Africa and contribute to a better Africa and a better world,Governance and Administration cluster,1,1,Achieved,No corrective action,,,1,,,,,,1,,,,,,1,,,,,,4,1,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,Developed Digitised workflow  management system,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"e-Submission user 
requirements specifications 
developed",User requirement specifications for e-submission developed.,None,None,,,"e-Submission System 
developed",,,,,,"e-Submission System user 
training conducted",,,,,,"e-Submission System rolled 
out",,,,,,"e-Submission System 
developed",-,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,Disaster Management Plan,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"Disaster Management Plan 
developed by Business 
Continuity Team",Not Achieved. ,No performance information was submitted.,Catch-up report to be done in quarter 2.,,,"Awareness programme of 
Disaster Management plan 
conducted",,,,,,"Disaster Management Plan 
implemented and monitored",,,,,,-,,,,,,"Implementation of Disaster 
Management Plan monitored",-,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,Implemented District  Developmental Model Plan,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"Implementation of DDM 
Plan in the prioritized Districts/ 
Metros coordinated",Not Achieved.,Delays in finalising the coordination of DDM activities  ,Catch-up report to be done in quarter 2.,,,"Implementation of DDM 
Plan in the prioritized Districts/ 
Metros coordinated",,,,,,"Implementation of DDM 
Plan in the prioritized Districts/ 
Metros coordinated",,,,,,"Implementation of DDM 
Plan in the prioritized Districts/ 
Metros coordinated",,,,,,"Implementation of DDM 
Plan in the prioritized Districts/ 
Metros coordinated",-,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,Implemented Gender  Responsive Annual  Performance Plan in line with  the GRBPMEA Framework,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"Implementation of Annual 
Performance Plan focusing 
on Responsive Budgeting, 
Planning Monitoring, 
Evaluation and Auditing in 
two Branches and three SOCs 
coordinated ","Implementation of Annual Performance Plan focusing on Responsive Budgeting, Planning Monitoring, Evaluation and Auditing in two Branches and three SOCs coordinated",The report was not aligned to the quarterly target  ,Catch-up report to be done in quarter 2.,,,"Implementation of Annual 
Performance Plan focusing 
on Responsive Budgeting, 
Planning Monitoring, 
Evaluation and Auditing in 
two Branches and three SOCs 
coordinated ",,,,,,"Implementation of Annual 
Performance Plan focusing 
on Responsive Budgeting, 
Planning Monitoring, 
Evaluation and Auditing in 
two Branches and three SOCs 
coordinated ",,,,,,"Implementation of Annual 
Performance Plan focusing 
on Responsive Budgeting, 
Planning Monitoring, 
Evaluation and Auditing in 
two Branches and three SOCs 
coordinated ",,,,,,"Gender Responsive 
Annual Performance Plan 
coordinated",-,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,"Number of monitoring  reports on the participation  of Women, Youth and  Persons with Disabilities  in procurement, SMME  Development and  Employment Equity in the ICT  Sector",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"2022/23 Q4 Monitoring 
report developed on the 
participation of women, 
youth, and persons with 
disabilities participation 
in procurement, SMME 
Development and 
Employment Equity in the ICT 
Sector","Q4 Monitoring report developed on the participation of women, youth, and persons with disabilities participation in procurement, SMME Development and Employment Equity in the ICT Sector",The attached report did not contain relevant information,  Catch-up report to be done in quarter 2.,,,"2023/24 Q1 Monitoring 
report developed on the 
participation of women, 
youth, and persons with 
disabilities participation 
in procurement, SMME 
Development and 
Employment Equity in the ICT 
Sector",,,,,,"2023/24 Q2 Monitoring 
report developed on the 
participation of women, 
youth, and persons with 
disabilities participation 
in procurement, SMME 
Development and 
Employment Equity in the ICT 
Sector",,,,,,"2023/24 Q3 Monitoring 
report developed on the 
participation of women, 
youth, and persons with 
disabilities participation 
in procurement, SMME 
Development and 
Employment Equity in the ICT 
Sector",,,,,,"4 Monitoring reports on the 
participation of women, 
youth, and persons with 
disabilities participation 
in procurement, SMME 
Development and 
Employment Equity in the ICT 
Sector",-,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,Percentage (%) increase  of DCDT integrated Plan  of Action implemented in  support of the NSP on GBV,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"10% increase of DCDT 
integrated Plan of Action 
implemented in support of 
the NSP on GBV","10% increase of DCDT integrated Plan of Action implemented in support of the NSP on GBV
Through implementation in two provinces in May and June 2023",The report lacked relevant information to measure percentage increase of implementation of Action Plan. Lack of alignment with quarterly target.   ,Catch-up report to be done in quarter 2.,,,"20% increase of DCDT 
integrated Plan of Action 
implemented in support of 
the NSP on GBV",,,,,,"40% increase of DCDT 
integrated Plan of Action 
implemented in support of 
the NSP on GBV",,,,,,"60% increase of DCDT 
integrated Plan of Action 
implemented in support of 
the NSP on GBV",,,,,,"60% increase of DCDT 
integrated Plan of Action 
implemented in support of 
the NSP on GBV",-,,,,,,,235
,Communication and Digital Technologies,National,ADMINISTRATION,ADMINISTRATION,Quarterly,Percentage (%) of valid  invoices paid within 30 days  from date of receipts,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"100% of valid invoices paid 
within 30 days from date of 
receipt",All valid invoiced received from suppliers for the period 1 April – 30 June 2023 were paid within 30 days.,None,None,,,"100% of valid invoices paid 
within 30 days from date of 
receipt",,,,,,"100% of valid invoices paid 
within 30 days from date of 
receipt",,,,,,"100% of valid invoices paid 
within 30 days from date of 
receipt",,,,,,"100% of valid invoices paid 
within 30 days from date of 
receipt",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Analysed SOEs Performance  Reports,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Analysis of received SOEs’ 
Q4 reports for FY 2022/23 
developed and submitted ","Q4 analysis report developed and submitted for: SABC, ICASA, FPB, Postbank, SAPO, BBI, SITA, Nemisa, USAASA, zaDNA, Sentech",None,None,,,"Analysis of received SOEs’ 
Q1 reports for FY 2023/24 
developed and submitted ",,,,,,"Analysis of received SOEs’ 
Q2 reports for FY 2023/24 
developed and submitted ",,,,,,"Analysis of received SOEs’ 
Q3 reports for FY 2023/24 
developed and submitted ",,,,,,"Service Delivery of SOEs 
on received performance 
and compliance Reports 
analysed and submitted ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Approved Shareholder  compacts by the Entities’  Boards,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,-,The development of the monitoring report on the Post Acquisition integration report done and submitted to Director General’s Office.,None,None,,,-,,,,,,"Development of the 
Shareholder’s Compacts for 
the 2024/25 financial year 
commenced by reviewing 
the 2023/4 Shareholder’s 
Compacts  ",,,,,,"SOE Boards’ approval of 
the 2024/25 Shareholder 
Compacts facilitated ",,,,,,"Development of Shareholder 
compacts of Schedule 2 and 
3B entities facilitated ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Implemented Performance  Management System for  ICASA Councilors,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Implementation of the 
Performance Management 
System monitored ",Memo on the Signing of the Performance Management Agreement of ICASA councillors submitted.,None,None,,,"Implementation of the 
Performance Management 
System monitored ",,,,,,"Implementation of the 
Performance Management 
System monitored ",,,,,,"Implementation of the 
Performance Management 
System monitored ",,,,,,"Implementation of the ICASA 
Councilors Performance 
Management System 
monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Implemented Postbank  Strategy,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Monitoring Report on the 
implementation of Postbank 
strategy developed ",Monitoring report developed on the implementation of Postbank Strategy and submitted to Director General’s Office.,None,None,,,"Monitoring Report on the 
implementation of Postbank 
strategy developed ",,,,,,"Monitoring Report on the 
implementation of Postbank 
strategy developed ",,,,,,"Monitoring Report on the 
implementation of Postbank 
strategy developed ",,,,,,"Implementation of the 
Postbank strategy towards 
State Bank monitored",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Implemented Rationalization  Plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Monitoring Report on the Post acquisition integration report 
developed ",The development of the monitoring report on the Post Acquisition integration report done and submitted to Director General’s Office.,None,None,,,"Monitoring Report on the Post acquisition integration report 
developed ",,,,,,"Monitoring Report on the Post acquisition integration report 
developed ",,,,,,"Monitoring Report on the Post acquisition integration report 
developed ",,,,,,"Post-acquisition integration of 
BBI into SENTECH monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Implemented SABC  Turnaround Plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Monitoring Report on SABC’s 
implementation of the 
Turnaround Plan developed ",Monitoring Report on SABC’s implementation of the Turnaround Plan developed and submitted to Director General’s Office.,None,None,,,"Monitoring Report on SABC’s 
implementation of the 
Turnaround Plan developed ",,,,,,"Monitoring Report on SABC’s 
implementation of the 
Turnaround Plan developed ",,,,,,"Monitoring Report on SABC’s 
implementation of the 
Turnaround Plan developed ",,,,,,"Implementation of the SABC 
Turnaround Plan monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Implemented SAPO  Reposition Strategy,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Monitoring Report on 
the implementation of 
SAPO’s Reposition Strategy 
developed ",Monitoring report developed on the implementation of SAPO reposition strategy and submitted to Director General’s Office.,None,None,,,"Monitoring Report on 
the implementation of 
SAPO’s Reposition Strategy 
developed ",,,,,,"Monitoring Report on 
the implementation of 
SAPO’s Reposition Strategy 
developed ",,,,,,"Monitoring Report on 
the implementation of 
SAPO’s Reposition Strategy 
developed ",,,,,,"Implementation of SAPO 
Reposition Strategy monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Number of SITA Repurposing  monitoring reports,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Monitoring Report on 
Repurposing of SITA 
developed ",The monitoring report developed on SITA repurposing and submitted to Director General’s Office.,None,None,,,"Monitoring Report on 
Repurposing of SITA 
developed ",,,,,,"Monitoring Report on 
Repurposing of SITA 
developed ",,,,,,"Monitoring Report on 
Repurposing of SITA 
developed ",,,,,,"4 SITA Repurposing monitoring 
reports ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,ICT ENTERPRISE AND PUBLIC ENTITY OVERSIGHT,Quarterly,Number of USAASA  Disestablishment monitoring  reports,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Monitoring Report on USAASA 
disestablishment developed ",Monitoring Report on USAASA disestablishment developed and submitted to Director General’s Office.,None,None,,,"Monitoring Report on USAASA 
disestablishment developed ",,,,,,"Monitoring Report on USAASA 
disestablishment developed ",,,,,,"Monitoring Report on USAASA 
disestablishment developed ",,,,,,"4 USAASA Disestablishment 
monitoring reports ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,Quarterly,Automated e-Government  Services,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"List of priority eGovernment 
services to be automated 
finalized ",Finalised list of priority e-Government services to be automated on the e-Portal.,None,None,,,"Quarterly progress/ monitoring 
report on the automation of 
the e-Government services 
on the e-Portal monitored ",,,,,,"Quarterly progress/ monitoring 
report on the automation of 
the e-Government services 
on the e-Portal monitored ",,,,,,"Annual progress/ monitoring 
report on the automation of 
the e-Government services 
on the e-Portal monitored ",,,,,,"Automation of the 
e-Government services on 
the e-Portal monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,Quarterly,Coordinated Digital and  Future Skills programme,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Implementation of Digital 
and Future Skills coordinated 
through multi-stakeholder 
partnerships",Implementation of Digital and Future Skills was coordinated through multi-stakeholder partnerships.,None,None,,,"Implementation of Digital 
and Future Skills coordinated 
through multi-stakeholder 
partnerships ",,,,,,"Implementation of Digital 
and Future Skills coordinated 
through multi-stakeholder 
partnerships ",,,,,,"Implementation of Digital 
and Future Skills coordinated 
through multi-stakeholder 
partnerships ",,,,,,"Digital and Future Skills 
programmes coordinated 
through multi-stakeholder 
partnerships ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,Quarterly,Developed Local Digital  Products and Services,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Call for new digital products 
to be included on DigiTech 
AppStore facilitated ",The call for new digital products on the DigiTech Appstore was delayed. Implementation of Microsoft SA MoU kicked off with support to existing SMMES.,"We experience technical challenges with the DigiTech website from SITA and had to suspend conducting the call for new digital products, as SMMES have to register through the website.",SITA has addressed the technical challenges and we will publish a new call for digital products on the DigiTech website by end of July 2023.,,,"2 new Partnership 
agreements with industry 
to support DigiTech SMMEs 
facilitated ",,,,,,"2 new Partnership 
agreements with industry 
to support DigiTech SMMEs 
facilitated ",,,,,,-,,,,,,"Four (4) partnership 
agreements with industry to 
support DigiTech products 
and services facilitated ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,ICT INFORMATION SOCIETY AND CAPACITY DEVELOPMENT,Quarterly,Number of AI centres of  excellence in supporting AIISA,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,"Concept approach 
developed & catalytical 
projects identified at AI 
centres of excellence ",The concept approach was developed and catalytical projects were identified at Al centres of excellence.,None,None,,,"MOA and TORs developed for 
identified institutions ",,,,,,"2 AI centres of excellence 
launched for inclusion in the 
Artificial Intelligence Institute 
of South Africa (AIISA) ",,,,,,"2 AI centres of excellence 
launched for inclusion in the 
Artificial Intelligence Institute 
of South Africa (AIISA) ",,,,,,"4 AI centres of excellence 
included in the Artificial 
Intelligence Institute of South 
Africa (AIISA) network ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Approved Country Position in  preparation for WRC-23,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,Not Applicable,"Draft final SA positions with 
Methods as approved at 
CPM23-2 ",Quality of services of the cybersecurity hub were monitored.,None,None,,,"SA positions in preparation of 
WRC-23 finalised ",,,,,,"Support submission of final 
SA positions to Cabinet for 
approval to WRC-23 


Participation at the WRC-23",,,,,,"WRC-23 outcomes report 
developed ",,,,,,"Final approved position for 
South Africa developed in 
preparation for WRC-23 ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Coordinated revised SA  Connect Model ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,"Connectivity to the funded 
sites coordinated ",Connectivity to the funded sites were coordinated.,None,None,,,"Connectivity to the funded 
sites coordinated ",,,,,,"Connectivity to the funded 
sites coordinated ",,,,,,"Connectivity to the funded 
sites coordinated ",,,,,,"Implementation of revised 
SA Connect Model 
towards internet access 
for communities and 
government facilities 
coordinated  ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Implemented strategic  national Cybersecurity  programmes and services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"Implementation of strategic 
National cybersecurity 
programmes and services 
coordinated ",Implementation of strategic National cybersecurity programmes coordinated.,None,None,,,"Implementation of strategic 
National cybersecurity 
programmes and services 
coordinated ",,,,,," Implementation of strategic 
National cybersecurity 
programmes and services 
coordinated ",,,,,,"Implementation of strategic 
National cybersecurity 
programmes and services 
coordinated ",,,,,,"Implementation of strategic 
National cybersecurity 
programmes and services 
monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Implemented strategic  national Cybersecurity  programmes and services,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Justice, Crime Prevention and Security cluster","Quality of services of the 
Cybersecurity Hub monitored ",Distribution and installation of decoders were coordinated.,None,None,,,"Quality of services of the 
Cybersecurity Hub monitored ",,,,,,"Quality of services of the 
Cybersecurity Hub monitored ",,,,,,"Quality of services of the 
Cybersecurity Hub monitored ",,,,,,"Implementation of strategic 
National cybersecurity 
programmes and services 
monitored ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Revised Analogue Switch off  Plan,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,Not Applicable,"Distribution and installation 
of decoders to registered 
households across all 
provinces coordinated ",Final draft SA position with Methods as approved at CPM23-2 were drafted.,None,None,,,"Distribution and installation 
of decoders to registered 
households across all 
provinces coordinated ",,,,,,"Distribution and installation 
of decoders to registered 
households across all 
provinces coordinated ",,,,,,"Distribution and installation 
of decoders to registered 
households across all 
provinces coordinated ",,,,,,"Distribution and installation of 
decoders coordinated ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,ICT INFRASTRUCTURE DEVELOPMENT & SUPPORT,Quarterly,Revised Analogue Switch off  Plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","The Economic Sectors, Employment and Infrastructure Development cluster","Analogue switch off across 
four provinces of KZN, EC, WC 
and GP coordinated ",ASO coordinated for all four Provinces. 1 transmitter was switched off in Grabouw in the WC.,None,None,,,"Analogue switch off across 
four provinces of KZN, EC, WC 
and GP coordinated ",,,,,,-,,,,,,-,,,,,,"Analogue switch off in the 
four provinces of EC, NC, KZN 
and GP coordinated ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Hosted BRICS ICT 2023  Ministerial meetings,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,Not Applicable,-,,,,,,"Host BRICS ICT 2023 Meetings 
based on Position to support 
the National ICT priorities  ",,,,,,Outcomes report developed  ,,,,,,-,,,,,,"BRICS ICT 2023 Ministerial 
meetings hosted  ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country  Positions to support the  National ICT priorities,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","Draft Position Paper 
developed for UPU 
extraordinary conference, for 
consultation with stakeholders  ","Draft Position Paper was developed for UPU extraordinary conference, for consultation with stakeholders.",None,None ,,,"Finalise position for UPU 
extraordinary conference 
and submit for approval ",,,,,,"Advance SA positions during 
UPU Extraordinary Conference ",,,,,,"Report on UPU Extraordinary 
Conference outcomes and 
way forward. ",,,,,,"3 Country Positions 
developed and approved 
to support the National ICT 
priorities focused on BRICS, 
UPU and WRC-23 ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country  Positions to support the  National ICT priorities,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,,,,,,"Cabinet Memorandum 
developed and submitted 
for approval for WRC for SA 
position ",,,,,,"Advance SA positions during 
World Radio Conference ",,,,,,"Obtain legal opinions on WRC 
Final Acts and commence 
ratification process  ",,,,,,"3 Country Positions 
developed and approved 
to support the National ICT 
priorities focused on BRICS, 
UPU and WRC-23 ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of approved Country Positions to support the National ICT priorities,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Position paper approved 
to support the National ICT 
priorities focused on BRICS 
2023  ","BRICS Position Paper was approved by the ADG and submitted to the Minister.
",None,None,,,-,,,,,,-,,,,,,-,,,,,,"3 Country Positions 
developed and approved 
to support the National ICT 
priorities focused on BRICS, 
UPU and WRC-23 ",-,,,,,,,235
,Communication and Digital Technologies,National,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,ICT INTERNATIONAL  RELATIONS AND AFFAIRS ,Quarterly,Number of international  programmes,Non-Standardized,Not  Applicable,Priority 7: A better Africa and the World,Not Applicable,"Internal stakeholder 
engagement to identify 
international programmes of 
DCDT conducted ",Internal stakeholder engagement to identify international programmes were conducted.,None,None ,,,"Two (2) identified International 
programmes coordinated ",,,,,,"Two (2) identified International 
programmes coordinated ",,,,,,"Two (2) identified International 
programmes coordinated ",,,,,,"Number of international 
programmes to support the 
digital economy initiatives 
coordinated ",-,,,,,,,235
