ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Military Veterans, Mineral Resources and Energy, Municipal Demarcation Board, Municipal Infrastructure Support Agency, National School of Government",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:46:23 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,% Reduction in occupational fatalities compared to prior year,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",10%, Achieved:  -10%. ,N/A,N/A,,,10%,,,,,,10%,,,,,,10%,,,,,,10%,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,% Reduction in occupational injuries compared to prior year,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",5%,Not Achieved: There were 501 injuries from April to June 2023 compared to 474 injuries in the same period of the previous financial year.     Calculation: (501 – 474)/474) x 100% = 6%,More accidents occurring in the first quarter. Historically public holidays are associated with an increase in accidents due to production pressures and unavailability of critical skills to enforce compliance to health and safety rules,More focus will be given to inspections and audits in the 2nd quarter to ensure compliance to health and safety rules,,,5%,,,,,,5%,,,,,,5%,,,,,,5%,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,Number of MHS Annual Report submitted to Parliament,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,N/A,,,,,,1,,,,,,N/A,,,,,,1,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,"Number of qualitative inspections conducted (cumulative, including individual and group audits) ",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",2000,Achieved: 2180 ,More inspections and audits were conducted during the period under review,N/A,,,2000,,,,,,2000,,,,,,2000,,,,,,8000,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Approved Renewable Energy Sector Master Plan  ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Renewable Energy Sector Masterplan Approved ,"Not Achieved: 
Internal consultation on the revised SAREM final draft document was concluded on 31 May 2023 for final comments by the Project Steering Committee (PSC) after which consultation with the Task Teams commenced",Delays of inputs /comments from the Project Steering Committee,"The revised SAREM will be concluded in Q2.
",,,Progress Report on Implementation renewable energy Masterplan,,,,,,Progress Report on Implementation renewable energy Masterplan,,,,,,Progress Report on Implementation renewable energy Masterplan,,,,,,Approved Renewable Energy Sector Master Plan ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Draft Mining Sector Women Empowerment and Gender Equality Strategy and implementation plan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Development of 1st Draft on Mining Sector Women Empowerment and Gender Equality

",Achieved,N/A,N/A,,,Stakeholder Consultation on Mining Sector Women Empowerment and Gender Equality Strategy (Discussion document),,,,,,"Reviewed and Consolidated Mining Sector Women Empowerment and Gender Equality Strategy (2nd Draft)

",,,,,,Mining Sector Women Empowerment and Gender Equality Strategy and Implementation plan approved and launched ,,,,,,Mining Sector Women Empowerment and Gender Equality Strategy and Implementation plan approved and launched ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Mining Sector Youth Empowerment Strategy and implementation Plan ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1st Draft Mining Sector Youth Strategy and Implementation Plan produced

",Achieved,N/A,N/A,,,Stakeholder Consultation on Mining Sector Youth Strategy and Implementation Plan (Discussion document),,,,,,Youth in Mining Sector Strategy & Implementation Plan (2nd Draft) reviewed,,,,,,Mining Sector Youth Empowerment Strategy and implementation Plan approved and launched,,,,,,Mining Sector Youth Empowerment Strategy and implementation Plan approved and launched ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of derelict and ownerless mine sites rehabilitated,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Progress Report on Site investigation & designs per site, Stakeholder engagement and Procurement processes",Achieved          ,N/A,N/A,,,Progress Report on Stakeholder engagement and Appointment processes of service providers,,,,,,1 Derelict and ownerless mines rehabilitated,,,,,,2 Derelict and ownerless mines rehabilitated,,,,,,3 derelict and ownerless mine sites rehabilitated,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of Electrification  Masterplans developed ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Inception Phase reports for Western Cape, Northern Cape and Free State",Not Achieved,No funding allocated for this project in 2023/24 FY,Repriorisation of funding within the Branch,,,"Status Quo reports for Western Cape, Northern Cape and Free State provinces",,,,,,"Future Demand, Needs, Analysis & Modelling reports Western Cape, Northern Cape and Free State provinces ",,,,,,"Electrification Master Plan reports for Western Cape, Northern Cape and Free State provinces",,,,,,"3 Electrification Masterplans developed for Western Cape, Northern Cape and Free State",-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of energy savings (TWh) realised and verified from Energy Efficiency Demand Side Management (EEDSM) projects,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Report on the
number of EEDSM
projects identified
in industry, buildings
or residential sector
that contribute 0.5
TWh savings 
","Achieved                                             Report with a list of EEDSM programmes/projects indicating 0.238 TWh, against a target of 0.5TWh.",N/A,N/A,,,"Report on the energy consumption baselines and EEDSM project plans in industry, buildings or residential sector ",,,,,,"Report on the implementation of the identified EEDSM projects in industry, buildings or residential sector to achieve 0.5 TWh savings ",,,,,,"Report on the achievement of 0.5 TWh savings from EEDSM projects in industry, buildings, or residential sector",,,,,,"0.5 TWh savings- Quarterly reports on the planning, implementation and monitoring of EEDSM projects in industry, buildings or residential sector 
0.5 TWh savings- Quarterly reports on the planning, implementation and monitoring of EEDSM projects in industry, buildings or residential sector 

",-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of energy savings (TWh) realised and verified from Energy Efficiency Demand Side Management (EEDSM) projects,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Report on the
energy consumption
baselines and
EEDSM project
plans submitted by
municipalities
",Not Achieved ,Pending approval of agreements between the municipalities and the DMRE for the 2023/24 EEDSM programme,Expedite approval of the agreement between DMRE and municipalities for implementation of EEDSM programme,,,Report on the consultation with municipalities on their submitted energy consumption baselines and EEDSM project plans,,,,,,Report on the monitoring and implementation of the EEDSM projects by municipalities,,,,,,"0.0196 TWh -Quarterly reports on the planning, implementation, monitoring, and achievement of savings by EEDSM grant participating municipalities ",,,,,,"0.0196 TWh -Quarterly reports on the planning, implementation, monitoring, and achievement of savings by EEDSM grant participating municipalities",-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of households electrified through non-grid technology,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Conclude allocations and contracting with service providers in line with the allocated budget,Not Achieved,The  tender closed in June 2023,The appointment of Non-Grid Service Providers will be  concluded by Q2,,,2 000 additional households electrified through non -grid technology,,,,,,5 000 additional households electrified through non -grid-technology ,,,,,,8 000 additional households electrified through non- grid technology,,,,,,15 000 additional households electrified through non - grid technology,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of ingress control measures implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Progress Report on the performance monitoring of passive treatment ,Achieved          ,N/A,N/A,,,Progress Report on the performance monitoring of passive treatment ,,,,,,Progress Report on the performance monitoring of passive treatment ,,,,,,1 Ingress control measure implemented ,,,,,,1 Ingress control measure implemented ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of mine water/wastewater management plans implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Conceptual Framework Report,Achieved          ,N/A,N/A,,,Data Collection and Analysis Report,,,,,,Draft Mine water management plan,,,,,,One (1) mine water management plan developed for implementation,,,,,,One (1) mine water management plan developed for implementation,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of Quarterly reports on implementation of Energy Sector Empowerment and Gender Equality Strategy and Gender Frameworks,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Quarterly report on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender Frameworks

",Not achieved,Delays in receiving all reports from  stakeholders,Engage stakeholders to submit outstanding reports,,,"Quarterly report on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender Frameworks

",,,,,,"Quarterly report on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender Frameworks

",,,,,,"Quarterly report on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender Frameworks

",,,,,,4 Quarterly reports on implementation of Energy Sector Empowerment and Gender Equality Strategy and Gender Frameworks,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,"Number of quarterly reports on the planning, funding, implementation, monitoring and verification of grid electrification of households towards the national commitment in the MTSF",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Report on the monitoring and verification of the implementation of the grid electrification of additional 40 000 households by Eskom and contracted municipalities
Report on the monitoring and verification of the implementation of the grid electrification of additional 40 000 households by Eskom and contracted municipalities


",Achieved                                             Report produced  ,N/A,N/A,,,Report on the monitoring and verification of the implementation of the grid electrification of additional 50 000 households by Eskom and contracted municipalities ,,,,,,Report on the monitoring and verification of the implementation of the grid electrification of additional 65 000 households by Eskom and contracted municipalities,,,,,,Report on the monitoring and verification of the implementation of the grid electrification of additional 65 000 households by Eskom and contracted municipalities ,,,,,,4 Reports on the monitoring and verification of the implementation of the grid electrification of additional 220 000 households by Eskom and contracted municipalities ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of small-scale miners supported ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,N/A,N/A,N/A,,,1,,,,,,1,,,,,,1,,,,,,3 small scale miners supported,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of unsafe mine shafts sealed off,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Progress Report  on Site investigation & designs per site, Stakeholder engagement, Procurement processes and appointment processes of service providers",Achieved          ,N/A,N/A,,,10 unsafe mine shafts sealed off,,,,,,15 unsafe mine shafts sealed off,,,,,,15 unsafe mine shafts sealed off,,,,,,40 unsafe mine shafts sealed off,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of Women Small Scale Miners Supported  ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,N/A,N/A,N/A,,,3,,,,,,3,,,,,,4,,,,,,10 Women Small scale miners supported ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,"Percentage of Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated projects budgets of INEP",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Quarterly report on 30%  of  Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated projects budgets of INEP ",Not Achieved ,Delays in receiving all reports from  stakeholders,Engage stakeholders to submit outstanding reports,,,"Quarterly report on 30%  of  Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated projects budgets of INEP ",,,,,,"Quarterly report on 30%  of  Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated projects budgets of INEP",,,,,,"Quarterly report on 30%  of  Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated projects budgets of INEP",,,,,,"30% of  Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated projects budgets of INEP",-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Request for Proposals (RFP) to Procure additional capacity from renewable energy Issued,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,N/A,,,,,,Issue Request for Proposals (RFP) for 615 MW from Storage ,,,,,,N/A,,,,,,Issue Request for Proposals (RFP) for 615 MW from Storage,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Request for Proposals (RFP) to Procure additional capacity from renewable energy Issued,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Issue Request for Proposals (RFP) 5000 MW (BW 7) from Renewable Energy,"Not Achieved: Concept has been approved and revision of the draft RFP is underway to accommodate the prevailing grid constraints

",The grid constraints were not resolved in time by the Grid Operator,"The  department will issue the RFP  with a spatial component  indicating areas that have grid availability. Further, the Grid Queuing Rules and an optimal level of generation Curtailment are being finalised",,,N/A,,,,,,N/A,,,,,,N/A,,,,,,Issue Request for Proposals (RFP) 5000 MW (BW 7) from Renewable Energy ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Request for Proposals (RFP) to Procure additional capacity from renewable energy Issued,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,N/A,,,,,,N/A,,,,,,Issue Request for Proposals (RFP) 5000 MW (BW 8) from Renewable Energy,,,,,,Issue Request for Proposals (RFP) 5000 MW (BW 8) from Renewable Energy,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Request for Proposals (RFP) to Procure additional capacity from renewable energy Issued,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Issue Request for Proposals (RFP) for 1 000 MW from gas, Not Achieved: Concept has been approved and drafting of RFP is underway ,"
RFP drafting is awaiting input from the Upstream level of the gas value chain","In Q2, the department will organise an information session with stakeholders which will support the development and the release of RFP",,,N/A,,,,,,N/A,,,,,,N/A,,,,,,Issue Request for Proposals (RFP) for 1000 MW from gas,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Youth Energy Sector Strategy and implementation plan ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1st Draft Youth in Energy Sector Strategy & Implementation plan produced,Achieved,N/A,N/A ,,,Stakeholder Consultation on Youth in Energy Sector Strategy & Implementation Plan (Discussion document),,,,,,Youth in Energy Sector Strategy & Implementation Plan (2nd Draft) reviewed,,,,,,Youth in Energy Sector Strategy and implementation plan launched ,,,,,,Youth in Energy Sector Strategy and implementation plan launched ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,% of authorisation applications processed within the 8-week time period.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",70% of authorisation applications processed within the 8-week time period,"Achieved: 19 (79%) 
",N/A,N/A,,,70% of authorisation applications processed within the 8-week time period,,,,,,70% of authorisation applications processed within the 8-week time period,,,,,,70% of authorisation applications processed within the 8-week time period,,,,,,70% of authorisation applications processed within the 8-week time period,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Feasibility study for Central Interim Storage Facility (CISF) completed,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Phase 1 of the Gateway Review for the feasibility study for the CISF completed,Achieved,N/A,N/A,,,Addressing of findings and comments from Phase 1 of Gateway Review by NRWDI facilitated through the Steering Committee on CISF,,,,,,Phase 2 of the Gateway Review for the feasibility study for the CISF completed,,,,,,Gateway Review for the Feasibility study for CISF completed and final Feasibility Report submitted to Cabinet for approval,,,,,,Gateway Review for the Feasibility study for Central Interim Storage Facility (CISF) completed and final Feasibility Report submitted to Cabinet for approval ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,IAEA 2024-2029 Country Programme Framework ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Submit Draft 2024-29 CPF to IAEA for 
review
",Not Achieved,Draft was submitted outside the reporting period.,N/A,,,Consultation of inputs and comments on draft CPF,,,,,,Submit Final Draft 2024-29 CPF to IAEA ,,,,,,IAEA 2024-2029 Country Programme Framework (CPF) completed  ,,,,,,IAEA 2024-2029 Country Programme Framework (CPF) completed  ,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,IAEA Monitoring report on Technical Cooperation Programme ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Report on Implementation of National Technical Cooperation projects,Achieved,N/A,N/A,,,IAEA General Conference activities overseen,,,,,,Report on the implementation of Technical Cooperation projects,,,,,,IAEA Annual report on Technical Cooperation Programme produced,,,,,,IAEA Annual report on Technical Cooperation Programme produced,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Monitoring report on AFRA Programme ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Report on implementation of  AFRA projects,Achieved,N/A,N/A,,,Report on AFRA Regional Designated Centres produced,,,,,,4 Site Visits conducted to  AFRA regional projects ,,,,,,Monitoring report on AFRA Programme produced,,,,,,Monitoring report on AFRA Programme produced,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Number of nuclear Safeguards compliance inspections reports submitted to the DG for approval ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",10 Nuclear Safeguards compliance inspections report submitted to the DG for approval ,Achieved ,N/A,N/A,,,10 Nuclear Safeguards compliance inspections report submitted to the DG for approval ,,,,,,10 Nuclear Safeguards compliance inspections report submitted to the DG for approval ,,,,,,10 Nuclear Safeguards compliance inspections report submitted to the DG for approval ,,,,,,40 Nuclear Safeguards compliance inspections reports submitted to the DG for approval,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Number of Nuclear Security compliance inspections Reports submitted to the DG for approval,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",5 Nuclear Security compliance inspections submitted to the DG for approval reports ,Achieved ,N/A,N/A,,,5 Nuclear Security compliance submitted to the DG for approval inspections reports ,,,,,,5 Nuclear Security compliance inspections reports submitted to the DG for approval ,,,,,,5 Nuclear Security compliance inspections reports submitted to the DG for approval ,,,,,,20 Nuclear Security compliance inspections reports submitted to the DG for approval,-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Number of quarterly monitoring reports on Koeberg Nuclear Power Plant Long Tern Operation  Programme (LTO),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Report on the monitoring of Koeberg Nuclear Power Plant Long Tern Operation  Programme (LTO),Achieved,N/A,N/A,,,Report on the monitoring of Koeberg Nuclear Power Plant Long Term Operation Programme Long Tern Operation Programme (LTO),,,,,,Report on the monitoring of Koeberg Nuclear Power Plant Long Term Operation Programme Long Tern Operation Programme (LTO),,,,,,Report on the monitoring of Koeberg Nuclear Power Plant Long Term Operation Programme Long Tern Operation Programme (LTO),,,,,,4 quarterly monitoring reports on Koeberg Nuclear Power Plant Long Tern Operation  Programme (LTO),-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Procured 2500MW Nuclear programme  ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",N/A,N/A,N/A,N/A,,,Evaluation of responses from Vendors on RFP ,,,,,,Vendor Selected and contracting process commenced.,,,,,,Procured 2500MW Nuclear  programme  ,,,,,,"Procured 2500MW Nuclear programme  
 
",-,,,,,,,168
,Mineral Resources and Energy,National,Programme 6: Nuclear Energy Regulation and Management,Programme 6: Nuclear Energy Regulation and Management,Quarterly,Request for Proposals issued to market on Procurement of the Multi Purpose Reactor (MPR),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Initial Gateway Review of Feasibility Report Completed,Not achieved,Feasibility Report was only signed off by the Board on 27 June 2023. ,The Gateway Review service provider will be appointed in Q2.,,,Updated Feasibility Report submitted for final Gateway Review,,,,,,Final Gateway Review of Feasibility Report Completed and related Cabinet Memorandum submitted to Minister,,,,,,Request for Proposals issued to market on Procurement of the Multi Purpose Reactor (MPR),,,,,,Request for Proposals issued to market on Procurement of the Multi Purpose Reactor (MPR),-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Administration,Administration,Annually,Achieve unqualified audit opinion on annual financial statements,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Administration,Administration,Quarterly,Percentage implementation of ethics management plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",Ethics management plan for 2023/24 approved by the Accounting Officer.,"Achieved
Ethics management plan approved by the Accounting Officer. 
",N/A,N/A,,,,,,,,,,,,,,,,,,,,,100% implementation of ethics management plan,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Administration,Administration,Quarterly,Percentage implementation of corporate services improvement plan,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",CSIP for 2023/24 approved by the Accounting Officer.,"Achieved
CSIP for 2023/24 approved by the Accounting Officer
",N/A,N/A,,,,,,,,,,,,,,,,,,,,,90% implementation of approved CSIP by 31 March 2024.,-,,,,,,,168
,Municipal Infrastructure Support Agency,National,Infrastructure Delivery Management Support,Infrastructure Delivery Management Support,Annually,Number of dysfunctional district and metro spaces with identified infrastructure related interventions implemented.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Infrastructure Delivery Management Support,Infrastructure Delivery Management Support,Annually,Increased municipal infrastructure investment through innovative mechanisms.,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168
,Municipal Infrastructure Support Agency,National,Infrastructure Delivery Management Support,Infrastructure Delivery Management Support,Quarterly,Number of dysfunctional municipalities with improved infrastructure procurement practices applying various procurement strategies.,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Economic Sectors, Employment and Infrastructure Development cluster",3 dysfunctional municipalities applying Framework contracts and other procurement mechanisms.,"Achieved
3 dysfunctional municipalities supported in applying Framework contracts and other procurement mechanisms.
",N/A,N/A,,,,,,,,,,,,,,,,,,,,,22 dysfunctional municipalities applying Framework contracts and other procurement mechanisms.,-,,,,,,,168
