ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2023-24 National Institutions Oversight Performance  Report as of ( FY 2023-24),Location/s: National,InstitutionType:   National,"Institution:   Government Technical Advisory Center, Health, Higher Education and Training, Home Affairs, Human Settlements, Independent Communications Authority of South Africa, Independent Electoral Commission, Independent Police Investigative Directorate, International Relations and Cooperation, Justice and Constitutional Development",FinancialYear:   FY 2023-24,"Report Printed On:   Monday, September 11, 2023 1:33:53 PM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,FOOD CONTROL,Quarterly,Draft Food labelling regulations published,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","Review of written 
comments on draft regulations","Reviewing of 
comments commenced. Organised Industry engagement held on 30 May 2023","Draft Regulations published 21 April 2023 
with deadline for comments 21 July 2023. Due to incorrect Regulations being published and correct Regulations end of comment period being 21 July, the full review of comments is not possible.","Officials are consolidating comments received, however the quarterly target will not be achievable due to the alternate and extended  deadline proposed as 30 September 2023",,,Meetings with key stakeholders on comments,,,,,,Prepare revisions to regulations for submission to Legal services,,,,,,Legal services to review amendments on regulations,,,,,,Review comments on Food Labelling Regulations,-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,HUMAN RESOURCES FOR HEALTH,Quarterly,Community Service Policy reviewed with recommendations,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","Consultation with 
Provincial Human Resources for Health divisions on proposed recommendations by NDOH","Consultations 
conducted with National and Provincial Human Resources for Health divisions on proposed recommendations by NDOH.",Not applicable,None required,,,Broad consultation of key stakeholders on proposed policy changes,,,,,,Alignment of the Professionals Regulator with the approved and adopted reviewed Policy outcomes,,,,,,"Recommendations of the Reviewed
Community service Policy finalised for NHC approval",,,,,,"Recommendations of the Reviewed
Community service Policy finalised",-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,HUMAN RESOURCES FOR HEALTH,Quarterly,Number of Health Districts Implementing the Human Resource Information solution (HRIS),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster"," Developm
ent of a change management plan for the implementation of the HRIS by Health Districts","Change Managem
ent Plan for the implementation of the HRIS by Health District developed.",Not applicable,None required,,,Rollout the HRIS solution in 10 Health Districts,,,,,,Rollout the HRIS solution in 10 Health Districts,,,,,,Rollout the HRIS solution in 10 Health Districts,,,,,,Roll out the Human Resource information solution (HRIS) in 30 Health Districts,-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,NURSING SERVICES,Quarterly,Number of nursing colleges supported to develop curricula for nurse/ midwife specialist training,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","To support 3 public 
Nursing Colleges in curriculum development for prioritized Nurse and Midwife Specialist training programmes","Supported 3 public 
Nursing Colleges in curriculum development for prioritized Nurse and Midwife Specialist training programmes, namely the Forensic Nursing Programme",Not applicable,None required,,,To support 3 public Nursing Colleges in curriculum development for prioritized Nurse and Midwife Specialist training programmes,,,,,,To support 3 public Nursing Colleges in curriculum development for prioritized Nurse and Midwife Specialist training programmes,,,,,,"Develop a report for 9 public Nursing
Colleges on curriculum development for prioritized nurse and midwife specialist training pro- grammes",,,,,,9 Public Nursing Colleges supported to develop curricula for prioritized Nurse and Midwife Specialist training programmes,-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,PUBLIC ENTITIES,Quarterly,Number of Boards/Councils appointment recommendations made prior expiry of the term of office ,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","Call for nominations
published in the National newspapers and in the Gazette for the SAPC and SANC","Call for 
nominations published in the National Newspapers and the gazette for the SANC.","The SAPC published a Correction notice: 
regarding 
the election/appointment of council members (board notice 184/2018) on 12 May 2023. In terms of the correction notice, the term of office of the current Council expires on the 31st of December 2023. 

","The call for nominations for members of the SAPC will be 
published in July 2023 - six months prior to the expiry of the term of office.",,,Call for nominations published in the National newspapers and in the Gazette for the CMS; Appointment of SAPC and SANC for the new term of office,,,,,,CMS appointed for the new term of office,,,,,,Not Applicable,,,,,,"Three (3) Boards/ 
Council appointed for the new term of office (SAPC, SANC and CMS",-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,PUBLIC ENTITIES,Quarterly,Statutory Health Professional Councils and Public Entities governance report produced,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","Not applicable
","Not applicable
","Not applicable
",None required,,,Statutory Health Professional Councils and Public Entities governance report produced,,,,,,Not Applicable,,,,,,Statutory Health Professional Councils and Public Entities governance report produced,,,,,,Bi-annual governance report produced,-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,QUALITY ASSURANCE,Quarterly,Number of health facilities implementing the National Health Quality Improvement Programme,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","50 PHC Facilities 
and 40 Hospitals implementing the National Health Quality Improvement Programme","1584 PHC Facilities
 and 7 Hospitals implementing the National Health Quality Improvement Programme","The Ideal Hospital 
module was only opened
 for capturing by mid-June 2023 as the system was updated to be aligned with Office of Health Standards Compliance  measures.","The system was opened to allow hospitals to 
capture self-assessments. Continuous communication with provincial Quality Assurance managers to ensure they capture self-assessments by end of the 2nd quarter.",,,100 PHC Facilities and 80 Hospitals implementing the National Health Quality Improvement Programme,,,,,,150 PHC Facilities and 120 Hospitals implementing the National Health Quality Improvement Programme,,,,,,200 PHC Facilities and 160 Hospitals implementing the National Health Quality Improvement Programme,,,,,,200 PHC Facilities and 160 Hospitals implementing the National Health Quality Improvement Programme,-,,,,,,,460
Health,Health,National,PROGRAMME 6: HEALTH SYSTEM GOVERNANCE and HUMAN RESOURCES FOR HEALTH,QUALITY ASSURANCE,Quarterly,Number of primary health care facilities that qualify as ideal clinics,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster","Baseline status 
determination commencing for 3400 PHC
facilities
","2672 Primary 
Health Care facilities conducted baseline status determination
","Agreement of tool 
elements with all stakeholders (provinces and Office of Health Standards Compliance) was delayed and the system was opened  only in June 2023 for health facilities

","Outstanding data upload should be completed by 14 July as
 per the official extension period given to facilities and  both districts and provinces will monitor the task
",,,"Baseline status determination completed for 3400 PHC facilities
",,,,,,"Develop scale-up plan and conduct cross district peer reviews of Ideal clinic status
",,,,,,"Peer review updated with
2600 PHC
facilities that Qualify as Ideal Clinic
",,,,,,2600PHC Facilities that qualify as ideal clinic,-,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Annually,Audit opinion received from the AG of South Africa,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Clean audit outcome,,,The Auditor General will issue the management letter by 31 July 2023 to determine the audit outcome,Ongoing engagement with management and auditors. ,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Annually,Implementation Plan for the phased rollout of the Safety and Security Minimum Norms and Standards at TVET colleges approved,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Implementation Plan for the phased rollout of the Safety and Security Minimum Norms and Standards at TVET colleges approved by the Minister by 30 June 2023,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Annually,Minimum Norms and Standards for safety and security focusing on universities approved,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Minimum Norms and Standards for safety and security focusing on universities approved by the Minister by 31 March 2024,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Annually,"Percentage of determination tests on irregular, fruitless and wasteful expenditure concluded within 12 months",Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,100 %,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Business Continuity Plan approved,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,Service provider for the development of Business Continuity Plan appointed by 30 June 2023,"Target not Achieved.

The service provider for the development of Business Continuity Plan appointed was not appointed as planned. 
","Delayed/ no response to a
formal engagements or request by the Department to the Department of Presidency to participate in their Business Continuity Plan 
",To issue a new tender through the Department’s SCM processes so that a service provider can be sourced for the development of a Business Continuity Plan as planned.,,,A consulted stakeholder Business Continuity Plan submitted for presentation at EXCO meeting by 30 September 2023.,,,,,,Draft Business Continuity Plan tabled at EXCO meeting by 31 December 2023.,,,,,,Business Continuity Plan approved by the Director-General by 31 March 2024,,,,,,Business Continuity Plan approved by the Director-General by 31 March 2024,-,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Number of reports on the Implementation of the Safety and Security Minimum Norms and Standards in selected TVET colleges approved,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,Implementation Plan for the phased rollout of the Safety and Security Minimum Norms and Standards at TVET colleges approved by the Minister by 30 June 2023,"Target not Achieved. 

Implementation Plan for the phased rollout of the Safety and Security Minimum Norms and Standards at TVET colleges was not developed as planned. 
",Still in a planning phase with the TVET College Branch to hold the safety and security workshop in August 2023 to map out the project plan.,,,,Report on the Implementation of the Safety and Security Minimum Norms and Standards in selected TVET colleges approved by the Director General by 30 September 2023,,,,,,,,,,,,Report on the Implementation of the Safety and Security Minimum Norms and Standards in selected TVET colleges approved by the Director General by 31 March 2024,,,,,,2 Reports on the Implementation of the Safety and Security Minimum Norms and Standards in selected TVET colleges approved,-,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of disciplinary cases resolved within 90 days per annum,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,80 %,81 %,,Continuous engagement with initiators regarding the prioritisation of cases of misconduct. ,,,80 %,,,,,,80 %,,,,,,80 %,,,,,,80 %,81 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of network connectivity uptime per annum,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,95 %,99.42 %,none,none,,,95 %,,,,,,95 %,,,,,,95 %,,,,,,95 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of public procurement set aside for: Black-owned businesses,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,60 %,55.28 %,"It was not possible to select suppliers containing all specific goals simultaneously.
Supplier filtering application on the central database of National Treasury that is used to select suppliers was inactive.
","The Request for Quotation system and its templates were amended to accommodate the five-procurement specific targets

The Department is in the process of developing a monitoring tool to gauge weekly progress targets
",,,60 %,,,,,,60 %,,,,,,60 %,,,,,,60 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of public procurement set aside for: businesses owned by people living with disabilities,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,7 %,0.80 %,"It was not possible to select suppliers containing all specific goals simultaneously.
Supplier filtering application on the central database of National Treasury that is used to select suppliers was inactive.
","The Request for Quotation system and its templates were amended to accommodate the five-procurement specific targets.

The Department is in the process of developing a monitoring tool to gauge weekly progress targets
",,,7 %,,,,,,7 %,,,,,,7 %,,,,,,7 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,"Percentage of public procurement set aside for: Small, Medium and Macro Enterprises (SMME’s)",Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,30 %,42.93 %,none,none,,,30 %,,,,,,30 %,,,,,,30 %,,,,,,30 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of public procurement set aside for: women-owned businesses,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,40 %,22 %,"It was not possible to select suppliers containing all specific goals simultaneously.
Supplier filtering application on the central database of National Treasury that is used to select suppliers was inactive.
","The Request for Quotation system and its templates were amended to accommodate the five-procurement specific targets

The Department is in the process of developing a monitoring tool to gauge weekly progress targets
",,,40 %,,,,,,40 %,,,,,,40 %,,,,,,40 %,22 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of public procurement set aside for: youth-owned businesses,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,30 %,12.74 %,"It was not possible to select suppliers containing all specific goals  simultaneously.
Supplier filtering application on the central database of National Treasury that is used to select suppliers was inactive.
","The Request for Quotation system and its templates were amended to accommodate the five-procurement specific targets

The Department is in the process of developing a monitoring tool to gauge weekly progress targets
",,,30 %,,,,,,30 %,,,,,,30 %,,,,,,30 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of vacancy rate reduced per annum,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,10 %,8.8 %,none,none,,,10 %,,,,,,10 %,,,,,,10 %,,,,,,10 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 1: Administration,Programme 1: Administration,Quarterly,Percentage of valid invoices received from creditors paid within 30 days,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,100 %,100 %,none,none,,,100 %,,,,,,100 %,,,,,,100 %,,,,,,100 %,100 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,A Country-Wide Master Skills Plan approved ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"A Country-Wide Master Skills 
Plan approved by the 
Minister by 31 March 2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,A monitoring report on collaborative efforts between DHET and Higher Health approved annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"A monitoring report on 
collaborative efforts between 
DHET and Higher Health for 
2023 financial year approved 
by the Director-General by 31 
March 2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,A Plan for the integration of Information Management Systems used in PSET sector approved ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"A Plan for the integration of 
Information Management 
Systems used in PSET sector 
approved by the Director-General by 31 March 2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Approved TVET colleges Infrastructure maintenance plans relating to all sites of delivery implemented annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Approved TVET colleges 
Infrastructure maintenance 
plans for 2023/24 relating to 
all (100%) sites of delivery 
implemented by 31 March 
2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,BRICS education sectoral engagements report approved,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Report on BRICS education 
sectoral engagements 
approved by the Minister by 
31 December 2023",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Concept design on the construction of the two new universities approved for implementation,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Concept design on the 
construction of the two new 
universities approved by the 
Director-General by 31 March 
2024 for implementation",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,"Detailed design of a MultiPurpose Centre in Giyani, Limpopo approved",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Detailed design of a Multi-Purpose Centre in Giyani, 
Limpopo approved by the 
Director-General by 31 March 
2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Detailed design of the construction of a satellite campus in Ulundi approved,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Detailed design of a satellite 
campus in Ulundi approved 
by the Director-General by 31 
March 2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Draft NQF Amendment Bill approved for public comments,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Draft NQF Amendment Bill 
approved by the Minister by 
31 March 2024 for public 
comments",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Monitoring report on the implementation of National Integrated CDS system approved annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"A report on the 
implementation of National 
Integrated CDS system 
approved by the Director-General by 31 March 2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Monitoring report on the implementation of the Sexual Offences Amendment Act (Act 32 of 2007) (and Related Matters) in the PSET system approved annually ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Report on the 
implementation of the Sexual 
Offences Amendment Act 
(Act 32 of 2007) (and Related 
Matters) in the PSET system 
approved by the Director-General by 30 September 
2023",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,"NQF Amendment Act, 2019 published ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"NQF Amendment Act, 2019 
published by 31 March 2024.",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of Community Learning Centres built,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of Imbali Precinct projects completed in collaboration with DUT,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"1 Imbali Precinct project 
completed in collaboration 
with DUT by 31 March 2024
(1 Engineering Building)
",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of international engagements undertaken to support priorities of PSET system,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of interventions 0n the implementation of Social Inclusion (including Gender Equality and GBV) in the PSET system annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,A minimum of 8 national/provincial workshops on Social Inclusion (including Gender Equality and GBV) in the PSET system annually held by 31 March 2024,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of LTSM on the NOLS increased annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of student housing projects for the provision of beds completed,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of students participating in work integrated learning construction,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Number of TVET campuses built,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,PSET Integrated Planning Framework approved ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"PSET Integrated Planning 
Framework approved by the 
Director-General by 31 March 
2024",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Revised draft Higher Education Act approved for public comments,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Revised draft Higher 
Education Act approved by 
the Minister by 31 March 
2024 for public comments",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Revised Recognition of Prior Learning (RPL) Coordination Policy or Implementation Framework approved for submission to the Minister for publication,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Revised RPL Coordination 
Policy or Implementation 
Framework approved by the 
Director-General by 31 March 
2024 for submission to the 
Minister for publication ",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Annually,Transforming MENtalities’’ Programme launched ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"’’Transforming MENtalities’’ 
Programme launched by 31 
August 2023
",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,"Programme 2: Planning, Policy and Strategy ","Programme 2: Planning, Policy and Strategy ",Quarterly,Percentage of infrastructure budget allocated for ICT infrastructure at PSET institutions ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,10 %,0 %,"TVET Colleges were not provided guidelines on how to allocate 10% allocation for ICT projects.

",A circular will be issued to TVET colleges in relation to the 10% allocation for ICT infrastructure. This will be added as a funding condition on allocation letters signed by the Director-General. ,,,10 %,,,,,,10 %,,,,,,10 %,,,,,,10 %,0 %,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually, Number of students completing a university qualification annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,232000,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually, Percentage of universities that meet standards of good  governance,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,85 %,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually,A report on compliance with  annual reporting regulations;  financial health and audit  outcomes of 26 universities  approved,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"A report on compliance 
with annual reporting 
regulations; financial 
health and audit 
outcomes of 26 
universities approved by the Director-General
by 31 March 2024   ",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually,Establishment of the Advisory  Panel on the implementation of  Language Policy approved ,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,"Establishment of the 
Advisory Panel on the 
implementation of 
Language Policy 
approved by the 
Director-General by 30 
November 2023
",,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually,Establishment of the Advisory Panel on the implementation of Language Policy approved,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually,Number of awards made to  permanent instructional or  research staff at universities to  participate in the Future  Professors Programme,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually,Number of doctoral graduates annually,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,3477,,,,,,,,460
Higher Education and Training,Higher Education and Training,National,Programme 3: University Education,Programme 3: University Education,Annually,Number of doctoral scholarships  allocated to universities through  the University Staff Doctoral  Programme (USDP) for award to  permanent instructional or  research staff members,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,460
