Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing","Agro-processing, Marketing and Rural Industrial Development ",Quarterly,7.4.1 Number of new agricultural enterprises supported,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",10,1,28,13,28,1,10,58,76,73,86,"The support
by SEDA
contributed
to additional
enterprises
being
supported",,86,Misalignment of targets  from the PSSC and what it is the APP.,"Arrange a Programme Performance Information Management (PPIM) Workshop with all Provincial Directors and Information Managers, Monitoring and Strategic Planning to deal with coordination issues affecting performance
","Request for financial resources was not approved  to enable implementation under period under review
","Shortcomings in the applications which mostly has to do with 
lack of  proper business plans has been communicated  back to PSSCs and this is been attended to. Matter to be resolved in Q3
","
Inadequate controls in projects management processes leading to late approval of projects
","Strengthen controls by developing SOP that allows projects approval to be aligned to departmental strategic planning processes

","More new enterprises were reported this quarter under review because of availability of validated evidence.
",N/A,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing","Agro-processing, Marketing and Rural Industrial Development ",Quarterly,7.4.2 Number of new non-agricultural enterprises supported,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",5,0,10,0,10,0,5,2,30,2,2,"Delays in
implementat
ion led to
some
enterprises
not being
supported
at the end
of the
financial
year, and
therefore,
not being
verified.
",,2,"Misalignment of targets from the PSSC and what is in the APP
","Arrange a Programme Performance Information Management (PPIM) Workshop with all Provincial Directors and Information Managers, Monitoring and Strategic Planning to deal with coordination issues affecting performance
","Request for financial resources was not approved  to enable implementation under period under review
","Shortcomings in the applications which mostly has to do with 
lack of  proper business plans has been communicated  back to PSSCs and this is been attended to. Matter to be resolved in Q3
","
Inadequate controls in projects management processes leading to late approval of projects
","Strengthen controls by developing SOP that allows projects approval to be aligned to departmental strategic planning processes
","Inadequate controls in projects management processes leading to late approval of projects
","Strengthen controls by developing SOP that allows projects approval to be aligned to departmental strategic planning processes
",115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing","Agro-processing, Marketing and Rural Industrial Development ",Quarterly,7.6.1 Number of smallholder producers supported with agricultural marketing capacity building,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Economic Sectors, Employment and Infrastructure Development cluster",30,30,70,86,80,297,20,144,200,557,557,"The training
is demand
driven,
therefore,
more
smallholder
producers
attended
training.",,557,N/A,"N/A
",The training is demand driven and the demand was greater in Q2 with no additional financial implications,N/A,"The training is demand driven and the demand was greater  in Q3 with no additional financial implications
",N/A,"The training is demand driven and the demand was also greater  in Q4 with no additional financial implications
",N/A,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Cooperatives Development,Annually,7.2.1 Percentage  of  AgriBEE Fund applications assessed,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,100% of AgriBEE Fund applications assessed,,100% of AgriBEE Fund applications finalized,N/A,N/A,100% of AgriBEE Fund applications finalized,,,,,,,,,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Cooperatives Development,Quarterly,7.1.1 Number of agricultural cooperatives trained,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",24,24,25,26,25,25,25,25,99,100,100," The plan
was to train
seven
cooperative
s in GP;
however, it
was
discovered
that there
are eight
cooperative
s affiliating
to the
Reitkuil
FPSU and it
was only
logical to
include the
eighth
cooperative
as it was
not going to be possible
to train one
cooperative
at a later
stage.",,100,N/A,N/A,"The plan was to train 7 cooperatives in Gauteng during Q2. However, it was discovered that there are 8 cooperatives affiliating to Reitkuil FPSU and it was only logical to include the 8th cooperative as it was not going to be possible to train one cooperative at a later stage. 
",N/A,N/A,N/A,N/A,N/A,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",Development Finance,Quarterly,7.5.1 Number of smallholder producers accessing new MAFISA loan,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Economic Sectors, Employment and Infrastructure Development cluster",10,12,20,0,10,0,10,30,50,42,50,,,50,The demand for the applications of loans are more than expected.,N/A,"The target was not achieved due to the nature of the indicator being demand driven. It is also noted that16 smallholder accessing Mafisa loan were reported however, amounts disbursed on the listings cannot be traced to the provided bank statement","Intermediaries have been advised to review their payment model and effect new model by 1 April 2023

",A total of 8 smallholders accessing new MAFISA loan was achieved however the report indicates zero because the required bank statements were not resolved with SASA and ID copies of members of the cooperatives  to be submitted,"Planned to have a meeting with SASA around February- March 2023 to discuss the issue of bank statement and Identity Documents.
","There were smallholder producers who could not be reported in previous quarters due to evidence being unverifiable however they are now completely verified in the period under review.
",N/A,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.7.1 Number of trade agreements implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"International Cooperation, Trade and Security cluster",,,,,,,,,6,,6,"

N/A",N/A,6,,,,,,,,,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.7.2 Number of trade agreements negotiated,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"International Cooperation, Trade and Security cluster",,,,,,,,,5,,5,N/A,N/A,5,,,,,,,,,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.8.1 Number of multilateral commitments implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"International Cooperation, Trade and Security cluster",,,,,,,,,6,,6,N/A,N/A,6,,,,,,,,,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.8.2 Bilateral agreements implemented (a),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,Status report on bilateral engagement (South-South and North-South),,Status report on bilateral engagements (South-South and North-South was compiled,N/A,N/A,Status report on bilateral engagements (South-South and North-South was compiled,,,,,,,,,115
,"Agriculture, Land Reform and Rural Development",National,"Programme 5: Economic Development, Trade and Marketing",International Relations and Trade,Annually,7.8.2 Bilateral agreements implemented (b),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,Status report on bilateral engagements (Africa),,Status report on bilateral engagements (Africa) was compiled,N/A,N/A,Status report on bilateral engagements (Africa) was compiled,,,,,,,,,115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Deeds Registration,Quarterly,8.1.1 e-DRS phases completed,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster","25% completion of e-DRS Phase 1-enhanced information provisioning (Deliverables: Revamped module/portal to Deeds records, refined DOTS, and SMS notifications)",15%,"50% completion of e-DRS Phase 1- (Deliverables: User access management, online billing and payment gateway)","31%

",75% completion of e-DRS Phase 1- (Deliverables: Basic information Capturing Module for Recordals pilot data),60%,"100% 
completion of e-DRS Phase 1-(Deliverables: information provisioning capability for other Recordals)",74%,100% completion of e-DRS Phase 1,-,77%,"SITA
e-DRS could not be completed due to the following delays:

Completing the UAT for Recordals and UAM due to errors discovered during  User Acceptance Testing (UAT).

Delay in the development of the Information provisioning module of Phase 1
"," DG and team
to meet SITA CEO and his
team on 12 JUN 2023 to
discuss poor progress and
the possibility of SITA
bringing a more
experienced partner on
board to assist them.

Change Request for new
target dates for delayed
deliverables and other Phase 2 deliverables has
been submitted by SITA
on 25 APR 2023 for eDRS
Steering committee
consideration approval",77%,Long Contracting and planning process with SITA as development partner,Project prioritization and rapid development approach of portal. Agile methodology,Delays in finalizing docs (URS & BASS) required for Development Commencement. Workstream had to be recomposed.,Finalise the URS and BASS docs in Q3 to avoid further development commencement delays,"Slow development of the Information Provisioning Module from SITA
","Escalated insufficient progress to SITA senior management.  Project Manager (PM) replaced and more resources allocated to project.
",SITA Delay in the development commencement of the information provisioning module of Phase 1,Escalated insufficient progress to SITA senior management. SITA team looking at bringing on board extra resources for their development. DG's intervention requested,115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.3.1 Average number of working days taken to process cadastral documents for addition to the national dataset of Cadastre; Land parcel boundaries from data of lodgement to date of dispatch,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",16 days,15 days,16 days,17 days,16 days,17 days,16 days,21,16 days,-,18 days,Manual examination takes longer due to systems downtime caused mostly by loadshedding,"Continue to fill vacant positions.

",18 days,"Cadastral documents processed and finalised earlier than the set turnaround time 
",N/A,"Target under-achieved by one day. Staff shortage is still a problem. Manual examination takes longer due to systems downtime.
Oracle  database down (3 weeks). Sudden increase in workload during the period under review","Push for filling of vacant positions.
Log call to OCIO for assistance.
","Target under-achieved by 1 day. Manual examination takes longer due to systems downtime. Staff shortage is still a problem.
","Log call to OCIO for assistance. Draft and implement a catch-up plan to cover the backlog. Fast-track the process for filling of vacant positions
","Staff shortage is still an ongoing challenge. Manual examination takes longer due to systems downtime caused mostly by loadshedding. Office closures due to water shortages, prolonged load shedding and union demonstrations
","Continue to fill vacant positions. Log calls to OCIO for assistance where possible. Develop catch up plan to address the backlog at SG: WC & KZN
",115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.4.1 The average number of working days taken to add new cadastral documents to the cadastral spatial information dataset,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",10 days,6 days,10 days,7 days,10 days,8 days,10 days,8 days,10 days,-,8 days,Workload (Load of Batches received) were captured completed earlier than anticipated turn-around time,N/A,8 days,Cadastral documents captured for the quarter under review were fairly managed,N/A,"Target exceeded by 3 days. Workload was manageable in most offices during the period under review.
",N/A,"Target exceeded by 2 days. Workload was manageable in most offices during the period under review.
",N/A,Work plans executed well by the staff who do capturing of spatial information,Maintain and monitor current workflow,115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.5.1 The percentage of TrigNet's continuously operating reference stations (CORS) Global Navigation Satellite System (GNSS) datasets made available to geospatial data users,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",85 %,94 %,85 %,91.5% %,85 %,86% %,85 %,84% %,85 %,94 %,89,"Communication to some stations was established sooner than anticipated, in cases where configuration relating issues is required.",N/A,89,"Less downtimes encountered in the operation of the TrigNet stations for the quarter under review
",N/A,"Target exceeded by 6.5%. There were few non-functional TrigNet stations during the period under review.
",N/A,"Target achieved. An average of about 9 non-functional TrigNet base stations during the period under review with 5 of these (DEAR, DRBA, ERAS, KLEY, KRUG) no longer being serviced by Telkom
","New contract with Telkom in progress. Loadshedding is causing challenges beyond the control of office
",About 8 TrigNet base stations were non-functional during the period under review with 5 of these no longer being serviced by Telkom. Loadshedding and vandalism are among other causes,"The Branch has constantly been trying to get Telkom\BCX to reinstate the lines with technology less prone to vandalism, but have no clear commitment from Telkom\BCX 
",115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,National Geomatics Management Services,Quarterly,8.6.1 Number of maps produced to maintain the currency of the National Map Series dataset,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",17,19,25,30,15,17,23,19,80,85,85,"A few more sheet source data was requested and made available

",N/A,85,"The total reviewed maps required few updates with minor complications experienced
",N/A,"Target exceed by 5 maps. The maps produced during the period under review had less features to be updated.
",N/A,"Target exceeded by 2 maps. The maps produced during the period under review had less features to be updated
",N/A,The number of maps produced was constrained by source data as the areas mapped were much more complex and had more changes than anticipated.,Exercise greater vigilance in production monitoring and improve efficiencies in compilation of source data,115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Spatial Planning and Land Use,Quarterly,8.2.1 National Spatial Development Framework (NSDF)  institutionalised,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,NSDF consultation,,NSDF launch and engagements conducted,"The NSDF launch could not be held as planned during the period under review. However, in preparation for the launch two engagements were held; 19 August 2022 and 30 August 2022 respectively. The Institutional Arrangement meeting was also held on 27 July 2022
",Governance structures for NSDF established,"The NSDF Governance Structure held  a meeting on 18 October 2022 to assess the Existing Structures across Government to understand how these can be used to operationalise and implement the NSDF . ToRs for new structure  was approved following the meeting held.
",NSDF implementation report developed,"The National Spatial
Development
Framework (NSDF)
implementation
report was
developed with the
aim of providing
progress to work
done during the
period under review",National Spatial Development Framework implementation report developed,-,The National Spatial Development Framework (NSDF) implementation report was developed,N/A,N/A,"NSDF
implement
ation report
was
developed.",,,"A suitable date could not be secured due to unavailability of the Ministry (DALRRD) and the Presidency; work commitments.
Furthermore, the NSDF Launch initiative was presented and approved by EXCO. A submission was approved by the Minister to host the Launch in collaboration with the DPME. A technical team to look at all logistical arrangements was established, and engagements were held. 
","The President proposed that the launch be schedule for 2023
",N/A,N/A,N/A,,115
,"Agriculture, Land Reform and Rural Development",National,Programme 6: Land Administration,Spatial Planning and Land Use,Quarterly,"8.2.2 Number of organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No.54, 2003)",Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government",Governance and Administration cluster,"2 organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No. 54, 2003
",,"2 organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No. 54, 2003
","Two organs of state supported to implement the Spatial Data Infrastructure Act 
(SDI Act), (Act 54 of 2003) . Rand Water, 19 August 2022 and North West Office of the Premier, 14 September 2022 
","2 organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No. 54, 2003
","organs of state were supported (professionally and/or technically) to implement 
SDI Act No.54, 2003; Nkangala District Municipality (19 Oct 2022) and Department of Transport (06 Dec 2022) respectively
","2 organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No. 54, 2003
","2 organs of state
were supported
(professionally
and/or technically) to
implement
SDI Act No.54, 2003
as follows:
• Rand Water, 27
February 2023
• Department of
Water and
Sanitation, 28
February 2023","8 organs of state supported (professionally and/or technically) to implement the Spatial Data Infrastructure Act No. 54, 2003",-,"10 organs of state
were supported
(professionally
and/or technically) with the aim to
implement
SDI Act No.54, 2003
","2 more organs of state, Govan Mbeki and Msukaligwa local  municipalities were not part of the initial plan but were invited by their  district municipalities",N/A,"10 organs
of state
were
supported
(Profession
ally and/or
technically)
with the
aim of
implementi
ng the
SDIA,
2003 (Act
No.54 of
2003.",,,N/A,N/A,N/A,N/A,N/A,,115
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Annually,1.1.3 Number of capacity building programmes offered to the DBE officials,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,14,,24,The deviation is due to the higher demand for training.  Some of the training requests arose from the outcome of performance assessments where skills and training needs were identified.,Not applicable,24,,,,,,,,,115
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Annually,1.2.1 The Annual Performance Plan is approved by 31 March each financial year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"2023/24 APP approved by March 2023
",,2023/24 APP approved by March 2023,No deviation,Not applicable,2023/24 APP approved by March 2023,,,,,,,,,115
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.1 Percentage of valid invoices paid within 30 days upon receipt by the Department,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,400 %,100,No deviation,Not applicable,100,No deviation,Not applicable ,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,115
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1.2 Number of reports on misconduct cases resolved within 90 days,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,No deviation,Not applicable,4,No deviation,Not applicable ,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,115
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,"1.1.4 Number of Schedule 4, 5 and 6 Conditional Grants Quarterly Performance Reports submitted to National Treasury (NT) 45 days after the end of each quarter",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",7,6,7,0,7,7,7,7,28,20,20,"The reports were submitted 4 days later than 45 days. Late submission of PEDs reports to DBE affected EIG, and ECD. SIBG report was also delayed for finalisation. ",The DBE has provided all grant managers with a schedule of submission dates. Report writing sessions will be held to ensure that reports are factually accurate and available to DBE on time.,20,"ECD was not part of the Conditional Grants in the 2021/22 financial year, therefore, instead of 7, the DBE reported on 6 Conditional Grants. ","ECD only commenced in April 2022, therefore the Department will start reporting on it in the second quarter.","The 7 reports were submitted 4 days later than 45 days. Late submission of PEDs reports to DBE affected EIG, and ECD. SIBG report was also delayed from the relevant Branch. ","The Directorate has provided all grant managers with a schedule of submission dates to Branch: A. 
Some grants like LSPID have also started hosting report writing sessions with all PEDs to ensure that reports are factually accurate and available to DBE on time.
A workshop for ECD report writing will be hosted virtually in October to build capacity of PED grant managers to write substantive reports that address all the outputs indicated in the ECD reporting template.
",No deviation,Not applicable,No deviation,Not applicable,115
Basic Education,Basic Education,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.2.2 Number of Quarterly Performance Reports submitted to National Treasury (NT) and the DPME 30 days after the end of each quarter,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,No deviation,Not applicable,4,No deviation,Not applicable ,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.3 Number of Children/ Learners with Profound Intellectual Disability (C/LPID) using the Learning Programme for C/LPID. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,3927,4381,3927,,4381,The DBE provided PEDs with additional guidance and documents to support the implementation of the Learning Programme for C/LPID and there has since been an increase in the number of learners using the Learning Programme in schools.,Not applicable,4381,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.1.4 An Annual National Report is produced on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual National Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention",,"Approved Annual National Report on monitoring of the implementation of the Policy on Screening, Identification, Assessment and Support (SIAS) as a mechanism for early identification and intervention",No deviation,Not applicable,"Draft Annual 
National Report 
on monitoring of 
the implementation 
of the Policy
on Screening, 
Identification, 
Assessment and 
Support (SIAS) as 
a mechanism for 
early identification 
and intervention",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.5 An Annual National Report is produced on the development of a new funding model for ECD. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the review of the subsidy payment mechanism,,Approved Annual National Report on the review of the subsidy payment mechanism,No deviation,Not applicable,"Approved Annual 
National Report on 
the review of the 
subsidy payment 
mechanism",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.6 An Annual National Report is produced on conducting an Early Childhood Development census to inform the integration of ECD into the EMIS.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the integration of ECD data into EMIS,,Approved Annual National Report on the integration of ECD data into EMIS,No deviation,Not applicable,"Approved Annual 
National Report 
on the integration 
of ECD data into 
EMIS",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.7 An Annual National Report is produced on developing an Early Childhood Development (ECD) Human Resource Development (HRD) Plan. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved National Report on the development of a new ECD service delivery model and its workforce implications,,Approved Annual National Report on piloting the new service delivery model and its workforce implications,No deviation,Not applicable,"Approved Annual 
National Report 
on piloting the 
new service 
delivery model 
and its workforce 
implications",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.8 Number of districts monitored on implementation of the National Curriculum Statement (NCS) for Grades 10–12. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,8,18,8,,18,"There were more underperforming districts than the 8 anticipated. As a result, the directorate expanded the number to provide support to the additional districts. 
",Not applicable,18,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.9 Number of provinces monitored on extra-support classes to increase the number of learners achieving Bachelor level passes. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,9,,9,No deviation,Not applicable,9,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.10 Number of schools monitored for implementing compulsory entrepreneurship education. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,180,172,180,,180,No deviation,Not applicable,180,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.11 An Annual National Report is produced on the implementation of the General Education Certificate (GEC). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the implementation of the General Education Certificate (GEC),,Approved Annual National Report on the implementation of the General Education Certificate (GEC),No deviation,Not applicable,"Approved Annual 
National Report on 
the implementation 
of the General 
Education 
Certificate (GEC)",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.1.12 An Annual Sector Report is produced on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively","Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively","Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively",,"Approved Annual Sector Report on schools that pilot and implement the Vocational Stream and Occupational Stream, respectively",No deviation,Not applicable,"Approved Annual 
Sector Report on 
schools that pilot 
and implement the 
Vocational Stream 
and Occupational 
Stream,
respectively",,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.1.13 Number of schools monitored for piloting the Coding and Robotics curriculum. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable,18,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.1 Number of schools monitored on the implementation of the reading norms. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable,18,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.2 Number of schools monitored on the implementation of the Incremental Introduction to African Languages (IIAL). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable,18,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.3 Number of underperforming schools monitored on the implementation of the Early Grade Reading Assessment (EGRA). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,18,No deviation,Not applicable,18,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.4 Number of schools with multi-grade classes monitored for implementing the multi-grade toolkit. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,32,32,32,,32,No deviation,Not applicable,32,,,,,,,,,115
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.2.5 An Annual Sector Report is produced on the implementation of the National Reading Plan. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual Sector Report on the implementation of the National Reading Plan
",,"Approved Annual Sector Report on the implementation of the National Reading Plan
",No deviation,Not applicable,"Approved Annual 
Sector Report on 
the implementation 
of the National 
Reading Plan",,,,,,,,,115
