ReportTitle,Textbox95,Textbox80,Textbox81,Textbox82,Textbox83
QPR for FY 2020-21 National Institutions Oversight Performance  Report as of ( FY 2020-21),Location/s: National,InstitutionType:   National,"Institution:   Agriculture, Forestry and Fisheries (2015-2020), Agriculture, Land Reform and Rural Development, Arts and Culture (2015-2020)",FinancialYear:   FY 2020-21,"Report Printed On:   Thursday, February 9, 2023 9:04:51 AM"

Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,OTP_Summary,National_Summary,ValidatedAudited_Summary2,UID
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.3.3 Number of laboratories accredited,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,Application for laboratory accreditation ,"Application have been made to South African National Accreditation System (SANAS) in respect of additives, dairy and liquor laboratories: Achieved
",None,N/A,,,Internal audit report for accreditation preparedness,"Internal audit report for accreditation and preparedness compiled 
Achieved  
",Not applicable,Not applicable,,,South African National Accreditation System (SANAS) pre-audit report for accreditation ,"A recommendation report from SANAS was received
","SANAS conducted the assessment of the Wine and Spirit Laboratory and has recommended  the extension of the scope of accreditation that includes the WineScan Auto method of the Wine & Spirit laboratory”.
",SANAS proceeded directly to accreditation assessment  as the laboratory was satisfactory compliant to quality assurance systems,,,1 laboratory accredited,"Non-conformances identified in the recommendation report by SANAS were corrected, submitted and cleared 
","
The Department is awaiting for accreditation from SANAS. Their accreditation committee is still to convene. A letter was issued by SANAS to indicate that the Stellenbosch laboratory has been accredited, however Monitoring did not accept the letter as the TID specifically indicated the means of verification to be a certificate.
",Continuous follow up through email to encourage SANAS to fast-track the issue of the certificate,,,1 laboratory accredited,-,A confirmation letter for accreditation of one Stellenbosch laboratory was issued.,The SANAS accreditation committee has issued a letter confirming accreditation of Stellenbosch laboratory though the actual accreditation certificate was not yet issued by end of the financial year.,,,,"Application has been made to the South African National Accreditation System (SANAS) in respect of additives, dairy and liquor laboratories",98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.3.4 (a) Number of export protocols for phytosanitary requirements implemented,Non-Standardized,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network",Not Applicable,Certification of phytosanitary requirements for 13 export protocols,"13 export protocols have been certified and inspected 
",None,N/A,,,Certification of phytosanitary requirements for 9 export protocols,Not applicable,Not applicable,Not applicable,,,Certification of phytosanitary requirements for 9 export protocols,,,,,,Certification of phytosanitary requirements for 10 export protocols,N/A,N/A,N/A,,,Certification of hytosanitaryprequirements for 41 export protocols,-,13,13 export protocols were certified as planned for q1 the reflected deviation is a result of evaluating the reported actual achievement for q1 against annual target.,,,,13 export protocols have been certified,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.3.4 (b) Number of export protocols for phytosanitary requirements implemented,Non-Standardized,Not  Applicable,"An efficient, competitive and responsive economic infrastructure network",Not Applicable,Inspection  of phytosanitary requirements for 13 export protocols,"13 export protocols  inspected and certified 
",None,N/A,,,Inspection  of phytosanitary requirements for 9 export protocols,"
Not applicable",Not applicable,Not applicable,,,Inspection  of phytosanitary requirements for 9 export protocols,,,,,,Inspection  of phytosanitary requirements for 10 export protocols,N/A,N/A,N/A,,,Inspection of hytosanitaryprequirementsrequirements for 41 export protocols,-,13 ,13 export protocols were inspected as  planned for q1 the reflected deviation is a result of evaluating the reported actual achievement for q1 against annual target.,,,,13 export protocols have been inspected,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.3.4 Percentage of export protocols for phytosanitary requirements imple­mented,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0 %,,,,,,100 %,"100% of certification of phytosanitary requirements for export protocols was done.

Achieved 
 %","Not applicable
","Not applicable
",,,100 %,"100% of certification of phytosanitary requirements for export protocols was done
 %",n/a,n/a,,,100 %,"96.53% phytosanitary requirements for export protocols were certified 
 %","Applications submitted between 29 -31 March still to be processed in the E-Cert system 
","To be processed in April
",,,100 %,0 %,100,N/A,,,,100,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.4.1 Implementation of Climate Change Adaptation and Mitigation Plan monitored,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,Not Applicable,-,-,None,N/A,,,"Quarterly Monitoring Report on Piloting of Crop Suitability to Climate Change Programme in 3 provinces (Mpumalanga, KwaZulu Natal and Free State)",Achieved ,"Not applicable
","Not applicable
",,,Monitoring Report on Piloting of Crop Suitability to Climate Change Programme in 1 province (Limpopo),"Quarterly monitoring report has been compiled
",n/a,n/a,,,Annual Monitoring Report on Piloting of Crop Suitability to Climate Change Programme in 4 provinces,"Annual Monitoring Report on Piloting of Crop Suitability to Climate Change Programme in 4 provinces 
",N/A,N/A,,,Annual Monitoring Report on Piloting of Crop Suitability to Climate Change Programme in 4 provinces,-,"Annual monitoring report on piloting of crop suitability to climate change in 4 provinces has been compiled 


",N/A,,,,Annual Monitoring Report on Piloting of Crop Suitability to Climate Change Programme in 4 provinces was not compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.4.2 Number of smallholder producers capacitated on Crop Suitability to Climate Change Programme ,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",0,0,N/A,N/A,,,60,"60 smallholder producers capacitated on Crop Suitability to Climate Change Programme.
 
Achieved
","Not applicable
","Not applicable
",,,60,"60 smallholder producers have been capacitated on Crop Suitability to Climate Change Programme 
",n/a,n/a,,,0,N/A,N/A,N/A,,,120,120,120,N/A,,,,120,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.5.1 Number of new GMO events approved,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",-,,,,,,Progress report on applications reviewed,"Progress report on applications reviewed was compiled with four new GMO events approved.

Achieved
","Not applicable
","Not applicable
",,,Progress report on applications reviewed,"Progress report on applications reviewed was compiled with 4 new GMO events approved
",n/a,n/a,,,5 New GMO events approved,N/A,N/A,N/A,,,5 New GMO events approved,-,"A total of 13 new GMO has been approved for the financial year under review 

",More applications received from the applicants as initially anticipated.,,,,13 new GMO events have been approved for the financial year under review,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ","Programme 2.: Agricultural Production, Health, Food Safety, Natural Resources and Disaster Management ",Quarterly,3.5.1 Number of new GMO events approved,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Not Applicable,,,,,,,Progress report on applications reviewed,,,,,,Progress report on applications reviewed,"Progress report on applications reviewed was compiled with 4 new GMO events approved
",n/a,n/a,,,Report on five GMO events approved,"Progress report on applications reviewed was compiled with 4 new GMO events approved in Quarter 4 (Q4) and one more event approved in Q3 but reported in Q4 which totals five new GMO reported for the quarter under review. 
A total of 13 new GMO has been approved for the financial year under review
","More applications received from the applicants as initially anticipated. One more event approved in Q3 but reported in Q4 which totals five new GMO reported for the quarter under review. 
","The targets for this indicator was assessed and reviewed with strategic planning for the 2021/22 financial year
",,,Five new GMO events approved,-,"A total of 13 new GMO has been approved for the financial year under review 

",More applications received from the applicants as initially anticipated.,,,,13 new GMO events have been approved for the financial year under review,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,4.1.1 National Policy on Comprehensive Producer Development Support implemented,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,Annual report on the implementation of National Policy on Comprehensive Producer Development Support,-,"N/AThe policy has been submitted to the Ministry to facilitate the process of cabinet approval.

","The annual report could not be compiled since approval of the policy, which will give effect to implementation, was delayed by the long process of engagement at NEDLAC. ",,,,Annual report on the implementation of National Policy on Comprehensive Producer Development Support was not compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,4.2.2 Number of new student enrolled at the agricultural training institutes ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,800,0,743,"Extension of the academic year as pronounced by Minister of DHET has resulted in some students that registered after end of march not to be considered in 743 reflected as achievement. A total of 199(Fort Cox:52;OSCA:60;
Tompi: 44; Taung: 1; Madzivhandila: 37; GADI: 4 and Tsolo: 1) students who were registered in April are not accounted for in 743 as they fall outside the reporting period of 2020/21.
 to report against contributing to this annual target.",N/A,,,743,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,4.2.2 Number of new students enrolled at the agricultural training institutes,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,1100,0,0,This indicator has no quarter 1 target to to report against contributing to this annual target.,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,4.3.1 Number of TRANCRAA areas transferred,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,9,0,0,In the WC Haarleem and Ebenhaezer were transferred as planned however two portions from Ebenhaezer and one portion in Haarleem were mistakenly excluded from the gazette notice hence they were not transferred with the entire properties. The transfer of the rest of the properties were delayed due to COVID-19 restrictions since the Department could not hold community meetings to take resolutions.,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,"4.3.2 Number of hectares of state land allocated (Smallholder farmers/farm dwellers/labour tenants but biased towards vulnerable groups i.e. women, youth and person living with disabilities)",Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,401787,0,55167,"There was a delay in the advertisement of the State Land allocation due to COVID-19 and the advertisement went out in October 2020 and closed in November, the process of allocation commenced in January 2021. Several properties have been allocated amounting to around 300 000 hectares which are undergoing verification process.on movement. Officials are required to verify the hectares before allocation.",,,,55167,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,4.5.2 Number of hectares acquired for farm dwellers and/or labour tenants,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,5857,0,7127.5,"
The target was overachieved due to the projects that were at transfer stage at the end of the quarter 4 of the previous financial year, 2019/2020 however transferred in the financial year 2020/2021
to provide",,,,7127.5,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Annually,4.5.2 Number of hectares acquired for farm dwellers and/or labour tenants,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Governance and Administration cluster,,,,,,,,,,,,,,,,,,,,,,,,,5857,0,7127.5,to provide,,,,7127.5,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly, 4.4.1 Number of land claims settled,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Governance and Administration cluster,0,,,,,,76,"81
","The target was over-achieved mainly due to: 
Gauteng settled 11 additional claims due to delays with verification and valuation certificates from previous years being addressed in the current financial year. Mpumalanga settled 8 additional claims due the full and final settlement of phased projects. Additionally, Northern Cape did not have a target but managed settle one claim","Continued review of progress and speedy identification of interventions.
",,,66,36,Delays in getting offers signed/accepted by the claimants,"It is anticipated that the approval of the submissions supported by Quality Control Committee (QCC) on 17 December 2020 will reduce the Quarter 3 backlog. 
",,,47,197,"The over-achievement is due to KZN, FS & NC having received offers of claims not expected in the current FY. Also most of the claims are composed of groups resulting in large numbers being settled.
",N/A,,,244,314,314,"The deviation was due to extra claims settled in KZN during q4 where there were no target, Gauteng where urban claims which were not previously settled were now settled. WC also managed to recover form backlog and contributed to this over achievement. settled in KZN during q4 where there were no target, Gauteng where urban claims which were not previously settled were now settled. WC also managed to recover form backlog and contributed to this over achievement. ",N/A,,,314,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly, 4.4.2 Number of land claims finalised,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Governance and Administration cluster,0,,,,,,76,"92
","The over-achievement in Quarter 2 is due to the following:
Claims earmarked for Quarter 1 were finalised in Quarter 2. KwaZulu-Natal contributed to over-achievement with claims that were in settled in batches i.e. Cato Manor. Eastern Cape and Northern Cape contributed to over-achievement mainly due non-compliant dismissed claims. 
","Continued follow up with national finance on payments submitted. Speedy identification and implementation of Recovery Plan. Continued monitoring and follow up on the earmarked claims by regional offices. 
",,,90,125,"Claims that earmarked for Quarter 1 were finalised in Quarter 3. Eastern Cape and Northern Cape contributed to over-achievement mainly due non-compliant/ dismissed claims. Western Cape also contributed to over-achievement with the transfer of state land to claimants.
",n/a,,,83,119,"The over-achievement is due to fast-tracking of payments and dismissed claims deemed to be non-compliant  
",N/A,,,295,336,336,"Payment of claims that could have been done in the first quarter of 2021/22 was fast tracked and paid in the last quarter of 2020/21 and now contributed to over achievement. Finalisation of dismissed claims in Mpumalanga and transfer of state land in NW also contributed to overachievement.

been done in the first quarter of 2021/22 was fast tracked and paid in the last quarter of 2020/21 and now contributed to over achievement. Finalisation of dismissed claims in Mpumalanga and transfer of state land in NW also contributed to overachievement.

",N/A,,,336,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly, 4.5.1 Number of hectares of strategically located land acquired,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Governance and Administration cluster,0,,,,,,15752,"13002,5 ha (EC:2149, GP:1350.6, KZN:5377.7, 

Not Achieved
","The sale agreement of a farm in FS lapsed due to delays in obtaining a court order which led to the transfer being cancelled.
","Expedite processes to avoid delays that will result on farmers withdrawing their farms.
",,,0,,,,,,0,N/A,N/A,N/A,,,23973,13002,0,N/A,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.1.2 Number of farms supported through the land development support programme,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,,,,,,67,"29 (LP:3, FS:2, MP:8, NC:10 and NW:6. 

Not Achieved
","Focus and resources were allocated to Covid Disaster Support Programme.
","Quotations and SCM processes currently underway - progress likely to be seen in Q3
",,,60,,,,,,19,N/A,N/A,N/A,,,146,29,0,N/A,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.1.2 Number of farms supported through the land development support programme,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,,,,,,67,,,,,,30,43,Implementation of crop production projects and enhanced consultations with development partners and individual farmers,N/A,,,19,38,"The over achievement is because of the implementation of crop production projects. Also, the National and Provincial consultation sessions on systems and implementation processes",Not Provided,,,116,81,113,"TAfter getting concurrence late in 2019/2020, implementation was only effected in the second quarter of the year 2020/2021 hence there is a variance of -6 projects which could not be finalized",,,,113,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.1.2 Number of smallholder producers supported through Blended Finance Scheme,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",30,0,"The lockdown affected performance.
","
The targets has been revised down in the revised APP of forthcoming quarters. 
",,,30,Not Applicable,Not Applicable,Not Applicable,,,40 ,,,,,,50 Producers supported,N/A,N/A,N/A,,,150,-,0," No progress was reported against the Q1 target of producers targeted to be supported.
preparations to implement the scheme was affected by the Covid-19 pandemic lockdown. 
",N/A,,,"0
",98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.1.3 Number of farm producers supported through Land Development Support  Programme,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",30,1,"Due to the Pandemic, most of the plans could not be accomplished due to lockdown restrictions"," Under level 3 some activities have began in line with the reduced restrictions which enabled other activities.
",,,70,Not Applicable,Not Applicable,Not Applicable,,,80,,,,,,20,N/A,N/A,N/A,,,200,1,1,"COVID-19 lockdown resulted in restriction of movements, as a result 29 out of 30 farms targeted for support in Q1 could not be done. The reflected variance is Q1 achievements against annual target.",,,,1,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.1.3 Number of subsistence producers supoorted through COVID-19 relief fund ,Not Applicable,Not  Applicable,Priority 4: Consolidating the Social Wage through Reliable and Quality Basic Services,"The Social Protection, Community and Human Development cluster",0,,,,,,0,Not Applicable,Not Applicable,Not Applicable,,,20000,"173 000 applications has been received and  2 645 were physically verified
",The detailed verification plan to ensure proper implementation is still ongoing before support get granted,"The physical verification is to be concluded by February 2021, while the issuing of voucher will commence in February as well for those verified",,,30000,"53 286
","The proof of support provided as per the required support to a particular farmer, have not yet been received","The department has applied for a roll over because of limited time to implement the relief fund and collect all required documents to prove that support was granted
",,,50000,226,0,"The implementation of this intervention started bit late and lot of planning and verification had to be carried out to ensure efficient use of the fund, as a result the process of support was not concluded at the end of financial year.started bit late and lot of planning and verification had to be carried out to ensure efficient use of the fund, as a result the process of support was not concluded at the end of financial year.",N/A,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.1.4 Number of Red Meat producers supported,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,0,N/A,N/A,,,0,Not Applicable,Not Applicable,Not Applicable,,,4000,,,,,,5000,N/A,N/A,N/A,,,9000,0,0,  This indicator has no quarter 1 target to report against contributing to this annual target. The reflected variance is Q1 achievements against annual target.report against contributing to this annual target.,N/A,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.2.1 Graduates placed in agricultural sector for capacity building monitored,Non-Standardized,Not  Applicable,A skilled and capable workforce to support an inclusive growth path,Not Applicable,-,-,None,N/A,,,Draft Status report on Graduates placed in agricultural sector compiled,"Draft Status report on Graduates placed in Agriculture sector compiled.

Achieved
","Not applicable
","Not applicable
",,,-,,,,,,Status report on Graduates placed in agricultural sector compiled,"The policy has been submitted to ODG to facilitate submission to Cabinet approval processes
","The annual report could not be compiled since implementation of the policy depends on its approval. The NEDLAC process took long thus the policy is not yet approved
",Awareness campaigns to promote implementation will be undertaken as soon as the policy is approve,,,Status report on Graduates placed in agricultural sector compiled,-,Status report on graduates placed in Agriculture sector was compiled,N/A,N/A,,,Status report on graduates placed in agricultural sector was not compiled,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.3.1 Number of TRANCRAA area transferred ,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",0,,,,,,0,Not Applicable,Not Applicable,Not Applicable,,,0,,,,,,9,0,"Most of the projects involved are comprised of huge communities, consequently it was difficult convening meeting with COVID restriction on the number of people who could meet at a particular venue. 

",The targets will be carried over to the 2021/22 financial year. Projects where substantial has already been done will be prioritized,,,10,0,0,N/A,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.3.1 Number of TRANCRAA areas transferred,Non-Standardized,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all","The Social Protection, Community and Human Development cluster",01,0,"
Due to the Pandemic, most of the plans could not be accomplished due to lockdown restrictions","Under level 3 some activities have began in line with the reduced restrictions which enabled other activities.
",,,04,Not Applicable,Not Applicable,Not Applicable,,,10,,,,,,06,N/A,N/A,N/A,,,21,0,0,"COVID-19 lockdown resulted in restriction of movements and gathering of large number of people, as a result implementation against one TRANCRAA area to be transferred in quarter 1 could not happen. The reflected variance is Q1 achievement against annual target.",N/A,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.3.2 Number of hectares of state land allocated,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",181105,0,"
Due to the Pandemic, all the activities planned to enable achievement of quarter 1 as officials did not have access to facilities due to lockdown restrictions."," Under level 3 some activities have began in line with the reduced restrictions which enabled other activities.
",,,165184,Not Applicable,Not Applicable,Not Applicable,,,167177,,,,,,11864,N/A,N/A,N/A,,,525330,0,0,COVID-19 lockdown resulted in restriction of movements and gathering of large number of people resulted in some of the activities prohibited towards the allocation against the Q1 target of 181 105 hectares. The reflected variance is Q1 achievements against annual target. .,,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.3.2 Number of hectares of state land allocated,Not Applicable,Not  Applicable,"Vibrant, equitable, sustainable rural communities contributing towards food security for all",Governance and Administration cluster,0,,,,,,401787,"14776,26 Ha allocated in NW

Not achieved
","Covid-19 pandemic hindered progress (advertisement of land for application)
","Advertisements ready for publication by Mid October
",,,0,,,,,,0,N/A,N/A,N/A,,,525330,14776,0,"COVID-19 lockdown resulted in restriction of movements and gathering of large number of people resulted in some of the activities prohibited towards the allocation against the Q1 target of 181 105 hectares. The reflected variance is Q1 achievements against annual target. target of 181 105 because of the Covid 19 lockdown restrictions imposed in terms of the Disaster Management Act, Land allocation process require physical interactions with beneficiaries and assessment of identified land. The reflected variance is an annual one calculated by considering q1 achievement against an annual target.",N/A,,,0,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.4.1 Number of land claims settled,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",57,10,"Lockdown affected the finalisation of claims
","
Targets have bee moved to Q2
",,,121,Not Applicable,Not Applicable,Not Applicable,,,153,,,,,,123,N/A,N/A,N/A,,,454,10,10,"10 land claims against a target of 57 were settled in q1 which resulted in variance of 47 under quarter 1. The variance was caused by the Covid 19 lockdown restrictions which made it impossible to interact physically with claimants which is required in the process of settlement.444 is variance annually calculated between q1 achievement of 10 against annual target of 456.

",N/A,,,10,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.4.2 Number of land claims finalised,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",79,49,"Lockdown affected the finalisation of claims
","Targets have bee moved to Q2
",,,126,Not Applicable,Not Applicable,Not Applicable,,,138,,,,,,136,N/A,N/A,N/A,,,479,49,49,"49 land claims against a target of 79 were finalised in q1 which resulted in variance of 30 under quarter 1. The variance was caused by the Covid 19 lockdown restrictions which made it impossible to interact physically with claimants which is required in the process of settlement.430 is variance annually calculated between q1 achievement of 49 against annual target of 479.

",N/A,,,49,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,4.5.1 Number of hectares of strategically located land acquired,Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,Not Applicable,7500,8843,"Implementation of the commitments from 2019/2020
","
In future, commitments must be reduced/eliminated in previous financial year
",,,17500,"Not Applicable
",Not Applicable,Not Applicable,,,20000,,,,,,5000,N/A,N/A,N/A,,,50000 (Females: 25 000;Youth: 20000; PWD: 5000),-,8843,The over achievement of 1 343 against 7 500 Q1 target was because of implementation of commitments/carry overs from 2019/2020 financial year. The reflected variance is Q1 achievements against annual target.,N/A,,,8843,98
,"Agriculture, Land Reform and Rural Development",National,"Programme 3.: Food Security, Land Redistribution and Restitution","Programme 3.: Food Security, Land Redistribution and Restitution",Quarterly,"4.5.1 Number of hectares Strategically Located Land Acquired (Allocation: Female: 11987 ha, Youth: 9589 ha and PWD: 2397 ha) )",Non-Standardized,Not  Applicable,Protect and enhance our environmental assets and natural resources,"The Social Protection, Community and Human Development cluster",0,,,,,,15752,,,,,,721,519.4,"The Skeba Project of 2 139 hectares at the value of R 27 100 million in Free State that has been withdrawn due to restriction on the transfer.
",n/a,,,0,N/A,N/A,N/A,,,16473,519.4,13521.8,The sale agreement for a 3000 hectares farm in Free State lapsed due to restriction on the transfer of a property resulted in delays of obtaining a court order which led to the transfer being cancelled.,N/A,,,13521.8,98
