Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.5 An Annual National Report is produced on the number of qualified teachers aged 30 and below entering the public service as teachers. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers,,Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers,No deviation,Not applicable ,Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.1 An Annual Sector Report is produced on monitoring the functionality of Provincial Teachers Development   Institutes and District Teacher Development Centres.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres,,"Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres
",No deviation,Not applicable ,Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,"3.2.2 An Annual Sector Report is produced on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Physical Science and Accounting. ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,"Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Physical Science and Accounting",,"Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Physical Science and Accounting",No deviation,Not applicable ,"Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes
by PEDs with special focus on Language, Mathematics,
Physical Science and Accounting
",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.3 Number of PEDs that had their post-provisioning processes assessed for compliance with the post-provisioning norms and standards.  ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable ,9,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.4 An Annual Sector Report on the number of Grade-R practitioners with NQF level 6 and above qualification produced,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of Grade-R practitioners with NQF level 6 and above qualification,Approved Annual Sector Report on the number of Grade-R practitioners with NQF level 6 and above qualification,Approved Annual Sector Report on the number of Grade-R practitioners with NQF level 6 and above qualification,,Approved Annual Sector Report on the number of Grade-R practitioners with NQF level 6 and above qualification,No deviation,Not applicable ,"Approved Annual Sector Report
on the number of Grade-R practitioners with NQF level 6 and above qualification
",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.3.1 Number of PEDs monitored on the implementation of the Quality Management System (QMS) for school-based educators.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable ,9,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.3.2 Number of PEDs monitored on the implementation of the Education Management Service: Performance   Management and Development System (EMS: PMDS).,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable ,9,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Quarterly,3.1.4 Number of quarterly monitoring reports tracking the percentage of Funza Lushaka graduates placed within   six (6) months upon confirmation that the bursar has completed studies. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1,1,1,1,1,1,1,1,4,4,4,No deviation,Not applicable ,4,No deviation,Not applicable ,No deviation,Not applicable,No deviation,Not applicable,Not applicable ,Not applicable ,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.1 Number of new schools built and completed through ASIDI,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,9,,1,DBE had to delay the contracting of the service providers in keeping with the cost containment measures letter dated 21 August 2023 as issued by National Treasury and the subsequent in-year budget cuts thereafter. School Infrastructure Backlogs Grant was cut by R179 805 million. This therefore impacted on the completion of planned projects.,The unavailability of the funds while projects were under implementation affected the delivery of the targets in the 2023/24 financial year.,1,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.2 Number of schools provided with sanitation facilities.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,350,,354,The increased monitoring and support provided by the Department managed to bring 354 sanitation projects to completion this financial year. The number of completed project includes eight (8) projects constructed by donor partners.,Not applicable ,346,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.3 Number of schools provided with water facilities through ASIDI,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,1,,4,The three (3) additional projects completed were rolled-over from the previous financial year.,Not applicable ,4,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,"4.2.1 Number of General Education and Training (GET) test items developed in Language and Mathematics for Grades 3, 6 and 9 ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,500,500,500,,500,No deviation,Not applicable ,500,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.2 Number of NSC reports produced,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,4,4,4,,4,No deviation,Not applicable ,4,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.3 Number of question papers set for June and November examinations,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,320,323,320,,323,"Due to community protests, some candidates could not sit for the Oct/Nov 2022 exams. The three papers (Economics P1, Mathematics Literacy P2 and Mathematics P2) were set and a rewrite opportunity was scheduled for the  affected papers. ",Not applicable,323,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.4 Percentage of public schools using the South African School Administration and Management System (SA-SAMS) for reporting,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,98 %,99.27 %,98 %,,99.27,The overachievement is due to improved submission processes. Data is required for promotion reporting and NCS Grade 12 Learner registrations that is monitored by circuits to ensure a more complete submission in time. SA-SAMS is an administration system that is supplied free of charge to schools.,Not applicable,99.27,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.5 An Annual National Report is produced on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,No deviation,Not applicable,"Approved National Report on the number of provinces monitored for
implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities
",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.6 An Annual National Report is produced on learning outcomes linked to a systemic study featuring in the National Assessment Framework,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on learning outcomes linked to a systemic study featuring in the National Assessment Framework.,,Approved Annual National Report on learning outcomes linked to a systemic study featuring in the National Assessment Framework.,No deviation,Not applicable,"Approved Annual National Report on learning outcomes linked to a systemic study featuring
in the National Assessment Framework",,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.7 An Annual National Report is produced on the Early Learning National Assessment to determine school readiness.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,,,Approved Annual National Report on the Early Learning National Assessment to determine school readiness,,Approved Annual National Report on the Early Learning National Assessment to determine school readiness,No deviation,Not applicable,Approved Annual National Report on the Early Learning National Assessment to determine school readiness,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.1 Number of officials from districts that achieved below the national benchmark in the NSC participating in a mentoring programme,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,60,102,60,,93,The support to districts was intensified to include all the officials at the district level who have an impact on the improvement of learner performance at the Grade 12 level. The action resulted in 74 out of 75 districts achieving above the 70% benchmark in NSC pass performance. The quality of the passes (Bachelors and distinctions) has also improved.  ,Not applicable,93,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.2 Percentage of school principals rating the support services of districts as being satisfactory,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,0 %,0 %,0 %,,0,No deviation,Not applicable,0,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.3 Percentage of District Directors that have undergone competency assessment prior to their appointment. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,60,"Due to costs implicated with the assessment, the successful candidates from Eastern Cape were given offers for appointment letters pending their assessment. Thereafter, appointments took effect as on assumption of duty on 1 August 2023 as per the PERSAL printout, i.e. after undergoing the competency assessment.",Not applicable,60,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.4 Number of underperforming secondary schools monitored at least twice a year by sector officials. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,1000,1007,1000,,1007,School Improvement Support Coordinators from Gauteng were deployed to Limpopo where most of the underperforming schools were located,Not applicable,1007,,,,,,,,,198
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.5 Number of District Director forums held,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,3,4,3,,4,The approved engagement plan focused on three meetings for the reporting period. The February Ministers engagement meeting was conducted in excess of the approved plan.,Not applicable,4,,,,,,,,,198
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.1 An Annual Sector Report is produced on the provision of nutritious meals and compliance with feeding requirements.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,No deviation,Not applicable,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,,,,,,,,,198
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.2 Number of PEDs with approved annual business plans for the HIV/AIDS Life Skills Education Programme.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,9,No deviation,Not applicable,9,,,,,,,,,198
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.6 Number of professionals trained in SASCE programmes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,900,1474,900,,1474,"The decentralised trainings which were conducted in Limpopo, Free State and Eastern Cape caused a positive deviation as more professionals were reached through the district training workshops",Not applicable,1474,,,,,,,,,198
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,5.1.3 Number of districts monitored on the implementation of the National School Safety Framework (NSSF),Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",10,10,10,10,0,0,5,5,25,25,25,No deviation,Not applicable,25,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable,Not applicable,198
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,"5.1.4 Number of learners, educators, parents, SGBs and other educations stakeholders reached through social cohesion programmes.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1500,2334,1000,1025,500,1363,1000,1159,4000,5881,5881,"The positive deviation was as a result of mobilisation activities on Social Cohesion and Equity in Education programme led and/or requested by stakeholders, in addition to what was planned by the DBE.",Not applicable,5881,Collaborations with external stakeholders was beneficial in hosting Ministerial Engagements through Social Cohesion and Equity in Education Programme.,Not applicable,"Collaborations with external stakeholders was beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation
",Not applicable,863,Collaborations with external stakeholders was beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation,Collaboration with external stakeholders were beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation,Not applicable,198
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,"5.1.5 Number of participants and stakeholders reached with dialogues, engagements and training workshops to end school-related gender-based violence",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1500,1715,1500,1896,500,918,500,751,4000,5280,5280,"The positive deviation was as a result of mobilisation activities on Gender Equity and Empowerment programmes to end SRGBV led and/or requested by stakeholders, in addition to what was planned by the DBE.",Not applicable,5280,"CEM recommended internal stakeholder consultations on the Guidelines and Protocol, which was conducted as additional to the planned sessions for the quarter",Not applicable,"Collaborations with external stakeholders was beneficial in advocating for Gender Equity and Empowerment programmes to end SRGBV and mobilising participation
",Not applicable,418,Collaborations with external stakeholders was beneficial in advocating for Gender Equity and Empowerment programmes to end SRGBV and mobilising participation,Collaboration with external stakeholders were beneficial in advocating for Gender Equity and Empowerment programmes to end SRGBV and mobilising participation,Not applicable,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.1: Department Management,Annually,1.1.1 Number of databases developed on CSPS recommendations implemented by SAPS,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",,,,,,,,,1,,0,Database has been developed but not approved.,The unit will ensure that the database is complete and valid for set target to be achieved. ,0,,,,,,,,,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.1: Department Management,Quarterly,1.1.2 Number of reports on the role of CSPS in facilitating the implementation of the ICVPS,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,1,0,0,0,1,2,2,2,2,N/A,N/A,2,n/a,n/a,n/a,n/a,0,N/A,The target for Q3 was only finalised in Q4,The unit will ensure that planned activities are executed as planned and reports are submitted ,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.1: Department Management,Quarterly,1.1.2 Number of reports on the role of CSPS in facilitating the implementation of the ICVPS,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,0,,1,0,1,2,2,2,2,N/A,N/A,,n/a,n/a,,,The non-achievement  is due to capacity constraints within the unit,The Department will expedite the filling of  the vacant Director position within the unit,The target for Q3 was only finalised in Q4,The unit will ensure that planned activities are executed as planned and reports are submitted timeously,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.2: Corporate Services,Quarterly,1.2.1 Vacancy Rate,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",10 %,8.1 %,10 %,10 %,10 %,7.8 %,10 %,6.6 %,10 %,0 %,6.6,N/A,N/A,6.6,n/a,n/a,N/A,N/A,N/A,N/A,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.2: Corporate Services,Quarterly,1.2.2 Percentage implementation of planned activities in the revised HCS implementation plan,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100 %,87 %,100 %,100 %,100 %,85 %,100 %,67 %,100 %,67 %,67,Certain activities within the HCS Implementation Plan were not finalised timeously,The Department will ensure the execution and timeous reporting of all the activities as planned,67,Delays in approval of HCS implementation plan and the unit quarterly report ,The unit will ensure timeous submission of approved implementation plan and quarterly reports ,N/A,N/A,"The under achievement is due to the OHS meeting not held during the quarter under review, and the non-approval of the report relating to the organisational structure ",The unit will ensure that  planned activities are executed and relevant reports are submitted  timeously ,The under achievement is due to Emergency Evacuation Procedures not conducted and late submission of reports. ,The unit will ensure that planned activities are executed and reports are submitted timeously.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.2: Corporate Services,Quarterly,1.2.3 Percentage implementation of planned activities in the ICT Strategy implementation plan,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100 %,83 %,100 %,88 %,100 %,78 %,100 %,0 %,100 %,0 %,0,The performance could not be verified due to non-finalisation of the ICT Strategy Implementation Plan,The Department will ensure the timeous finalisation of all the required plans to be implemented. ,0,Delays in finalisation of the ICT Strategy implementation plan ,The unit will ensure the timeous finalisation of implementation plan ,The ICT implementation plan has not yet been updated. The 88% emanates from activities outlined in the ICT operational plan ,The unit will expedite the updating and approval of the ICT implementation plan. ,"The under achievement is due some of the planned activities not being executed on time, which delayed the submission of the report",The unit will ensure that  planned activities are executed and relevant reports are submitted  timeously ,The performance could not be verified due to non-finalisation of the ICT Implementation Plan.,The unit will ensure that all required plans are finalised on time.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.3: Finance Administration,Quarterly,1.3.1 Percentage of payments made to creditors within 30 days,Not Applicable,Average,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100 %,100,N/A,N/A,100,n/a,n/a,N/A,N/A,N/A,N/A,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 1: Administration,Sub-programme 1.3: Finance Administration,Quarterly,1.3.2 Percentage of expenditure disbursed in relation to budget allocated,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",20 %,23 %,45 %,50 %,70 %,75 %,98 %,98 %,98 %,98 %,98,N/A,N/A,98,Expenditure on Compensation of Employee (COE ) is higher because of the Cost of Living Adjustment (COLA) being implemented but funds from  National Treasury have not  been received as yet.,"The budget expenditure will be aligned, once funds is received from National Treasury.",The Department will continue to overspend due to the fact that no additional funding was provided by the National Treasury when the COLA was implemented ,The Department has implemented cost containment measures in line with National Treasury guidelines.,The Department will continue to overspend due to the fact that no additional funding was provided by the National Treasury when the COLA was implemented.,The Department will continue to overspend due to the fact that no additional funding was provided by the National Treasury when the COLA was implemented.,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.1 Number of Memoranda of Understanding (MoUs) signed with stakeholders to build safer communities,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,1,1,0,0,1,-,2,1,2,N/A,N/A,2,n/a,n/a,N/A,N/A,N/A,N/A,The MoU that was planned for Q4 was signed earlier than planned.  ,The Unit will analyse their performance trend and plan more effectively in the  following planning cycle.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.2 Number of MoUs implemented to build safer communities,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,0,1,1,1,1,-,2,2,2,N/A,N/A,2,n/a,n/a,"The Department together with Memeza, Department of Social development and South African Police Service (SAPS) launched project on the Systemic Gender-Based Violence and Femicide (GBV&F) and prevention",N/A,N/A,N/A,The target related to the implementation of the MoU was achieved earlier than planned.,The Unit will analyse their performance trend and plan more effectively in the  following planning cycle.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.3 Number of assessments conducted to determine the functionality of the established Community Safety Forums (CSFs),Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,0,3,1,3,4,1,2,9,7,10,There was a need to conduct an additional CSF assessment in the Western Cape Province,N/A,10,No assessments of CSFs were undertaken in quarter under review as this is still subject to the signing of the MOU with the Department of  Cooperative Governance which will then fast-track the establishment of CSF.,"Constant follow-up with the Department of Cooperative Governance on the signing of the MOU which will fast-track the establishment of the CSF.

The unit will identify few established CFS’s on selected provinces to assess in order to achieve the set target for the year. 
","The relevant stakeholders were not available to conduct  the assessments, and as such the reports were compiled late  ",The unit will ensure timeous engagement with relevant stakeholders  ,One additional CSF functionality assessment was conducted as part of  an outstanding  target for Q1 ,The unit will ensure proper planning and timeous  submission of reports  for approval ,One  additional CSF functionality assessment was conducted as part of an outstanding target for Q1.,The Unit will analyse their performance trend and planned effectively in the  following planning cycle.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.4 Number of provincial capacity building workshops held on crime prevention policies,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,3,3,1,3,3,1,4,9,11,11,The additional capacity building sessions emanated from responding to Ministerial directives following Imbizo engagement,N/A,11,The overachievement occurred as a result  of an urgent attention raised as per concerns in Minister’s imbizo in 2022 at Ugu District municipality.,n/a,"With regard to the two of the planned workshops, CSF stakeholders were not available and the workshops could not be conducted ",The unit will continue to strive  for the timeous submission of reports ,N/A,N/A,The additional capacity building emanated from responding to Ministerial directives following Imbizo engagement. ,The Unit will analyse their performance trends and incorporate    Ministerial programmes and any special requests in the next planning cycle.,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.5 Number of anti-crime campaigns conducted,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,1,1,1,1,2,1,1,3,5,6,The high rate of gender based violence and murder cases in Limpopo necessitated additional anti-crime campaign and training of patrollers in Western Cape to enhance community structures,N/A,6,The high rates of Gender-Based Violence and Murder cases in Limpopo required a need to conduct an anti-crime campaign in the province.,n/a,N/A,N/A,"The Department, together with the SAPS, conducted training for community patrollers in the Western Cape Province with funding from SASSETA. The aim was to enhance 
community safety structures.
",The unit will follow the planned programme for the remainder of the financial year. ,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.6 Number of assessments conducted to determine the functionality of the established Community Police Forums (CPFs),Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",0,0,1,1,0,0,1,1,2,2,2,N/A,N/A,2,n/a,n/a,N/A,N/A,N/A,N/A,N/A,N/A,198
Civilian Secretariat for Police,Civilian Secretariat for the Police Service,National,Programme 2: Intersectoral Coordination and Strategic Partnerships,"Sub-programme 2.1: Intergovernmental, Civil Society and Public-Private Partnerships",Quarterly,2.1.7 Number of provincial CPF training workshops facilitated on the civilian oversight role of CPFs,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",2,2,4,3,2,3,1,-,9,8,9,N/A,N/A,9,n/a,n/a,"The fourth training was conducted in Ngaka Modiri Molema, however, the report was not approved at the time of reporting due to amendments that were required in the report. ",The unit will continue to strive  for the timeous submission of reports ,"The CPF training workshop at Dr Kenneth Kaunda District came as a special request, following the Deputy Minister’s imbizo held in that area.",The unit will follow the planned programme for the remainder of the financial year. ,"There was no CPF training workshop conducted in the quarter under review, because the target had been achieved in the preceding quarters.",The Unit will analyse its performance trend and plan more effectively in the following planning cycle.,198
